 basin_id E0 E1 E2 E3
38 01491000 0.07249541 0.638555 0.47180596 0.44831985
39 01510000 0.008457111 0.95285934 0.92501384 0.29528016
40 01516500 0.003901892 0.8316729 0.9926272 0.6963721
41 01532000 0.0062060487 0.9503981 0.98700094 0.67269707
42 01539000 0.018031463 0.9575323 0.8494625 0.32886904
43 01542810 0.0007966517 0.99616784 0.9418662 0.4963893
44 01543000 0.0054351753 0.98683965 0.93380964 0.27735057
45 01543500 0.012929538 0.980677 0.9160086 0.25999004
46 01544500 0.010830099 0.9748583 0.95243096 0.20711493
47 01545600 0.028219515 0.9440024 0.9381927 0.19793844
48 01547700 0.012710514 0.98067206 0.97896737 0.4719214
49 01548500 0.017789854 0.9380257 0.9666845 0.2182733
50 01549500 0.012098129 0.9617012 0.9775415 0.34025818
51 01550000 0.01790635 0.95933473 0.9645384 0.37469208
52 01552000 0.017092535 0.94774866 0.9431713 0.38466048
53 01552500 0.0029408657 0.9736486 0.9493593 0.5329692
54 01557500 0.054007754 0.95259154 0.88687646 0.3997214
55 01567500 0.031318102 0.79210865 0.8939687 0.708582
56 01568000 0.047542214 0.9113121 0.8605184 0.54957783
57 01580000 0.02121803 0.33605513 0.39473218 0.9044488
58 01583500 0.04082567 0.33104333 0.4391235 0.9217212
59 01591400 0.015104856 0.505823 0.5460566 0.94905907
60 01596500 0.04191708 0.9901833 0.91623694 0.44900587
61 01605500 0.065127485 0.781346 0.91211456 0.6110418
62 01606500 0.12108998 0.8822856 0.794141 0.4392352
63 01620500 0.008594647 0.9802786 0.6350327 0.67003125
64 01632000 0.026081232 0.93802965 0.8506046 0.59116036
65 01632900 0.07745431 0.66442674 0.8481763 0.7003804
66 01634500 0.033475522 0.92902327 0.93598384 0.6351519
67 01638480 0.014654377 0.9274607 0.91977406 0.7939507
68 01639500 0.012797205 0.604154 0.62871534 0.87587446
69 01644000 0.04434943 0.8599166 0.8122251 0.62297106
70 01658500 0.006261405 0.9086916 0.8930192 0.7969992
71 01664000 0.035172384 0.7429606 0.5509595 0.48911056
72 01666500 0.025266437 0.6719001 0.51926374 0.73235756
73 01667500 0.049071398 0.68616796 0.4397271 0.621261
74 01669000 0.17755973 0.43713453 0.2853306 0.49879187
75 02011400 0.09162186 0.6941512 0.8536804 0.44585887
76 02011460 0.018404236 0.970786 0.8614386 0.5940161
77 02013000 0.021322906 0.9595147 0.90710413 0.6208414
78 02014000 0.049858756 0.8712832 0.873093 0.56438625
79 02015700 0.017042825 0.7944356 0.7986688 0.59487414
80 02016000 0.04414784 0.84687436 0.67283267 0.49801692
81 02017500 0.04381442 0.9273251 0.86622566 0.52780807
82 02018000 0.044806633 0.90490776 0.81950235 0.56723905
83 02027000 0.027916776 0.65495604 0.52422166 0.52973
84 02027500 0.024375238 0.7746354 0.62104386 0.64089227
85 02028500 0.020838974 0.6777593 0.4977619 0.5518689
86 02038850 0.04436824 0.5908095 0.617001 0.9396055
87 02046000 0.09161767 0.8439781 0.44924113 0.48459074
88 02051500 0.27165782 0.8315152 0.38108832 0.60960233
89 02053200 0.376348 0.8817767 0.598277 0.47828847
90 02053800 0.049507566 0.5723269 0.7126739 0.6470997
91 02055100 0.018521376 0.7736367 0.8982254 0.9112791
92 02056900 0.026922239 0.5219384 0.53949153 0.7946144
93 02059500 0.022678614 0.6248855 0.5629144 0.92544967
94 02064000 0.043478377 0.67123145 0.36085647 0.9662176
95 02065500 0.1376457 0.6469192 0.28652802 0.9233518
96 02069700 0.06283731 0.38217384 0.34586933 0.8520655
97 02070000 0.030533846 0.4380535 0.3556901 0.95383644
98 02074500 0.064290315 0.5739646 0.5066249 0.9666831
99 02077200 0.046445113 0.95488167 0.74700624 0.95675325
100 02081500 0.06560842 0.96595967 0.45710808 0.7892369
101 02082950 0.2859339 0.9333035 0.3785853 0.617485
102 02092500 0.72687393 0.90016353 0.7614747 0.5894037
103 02102908 0.08157402 0.19978598 0.11136334 0.9016215
104 02108000 0.6507323 0.7591063 0.6846894 0.59459025
105 02111180 0.09610101 0.43310186 0.37486938 0.79486215
106 02111500 0.08418661 0.28619274 0.30255142 0.8479287
107 02112120 0.10095587 0.3353895 0.34206563 0.84024686
108 02112360 0.051790513 0.26967078 0.20706809 0.8804901
109 02118500 0.070357695 0.52359253 0.5023302 0.92192394
110 02125000 0.007368169 0.98642236 0.9662742 0.9884017
111 02128000 0.043690514 0.8954813 0.4659696 0.92163473
112 02137727 0.10167391 0.34083444 0.22536461 0.7811931
113 02143000 0.09208475 0.4689074 0.4520185 0.8656108
114 02143040 0.051153164 0.5512264 0.42439058 0.8782228
115 02149000 0.084761575 0.30369857 0.2660626 0.8566906
116 02152100 0.07817716 0.44605044 0.49543685 0.906983
117 02177000 0.113984786 0.1552831 0.1132597 0.35516626
118 02178400 0.055707604 0.20057465 0.1344616 0.34212795
119 02202600 0.60057527 0.57652926 0.6782941 0.43379855
120 02212600 0.05825704 0.71888006 0.75131327 0.60325956
121 02221525 0.24139945 0.6134915 0.5591622 0.50360346
122 02231000 0.8182582 0.45276025 0.74286455 0.4286321
123 02231342 0.6515586 0.50425315 0.42403796 0.848436
124 02245500 0.44997603 0.50456864 0.34839034 0.77228975
125 02246000 0.46054167 0.57740486 0.3255669 0.80513597
126 02296500 0.91360056 0.6459885 0.60964656 0.67124295
127 02297155 0.47134304 0.44669083 0.66652584 0.7864191
128 02297310 0.85080725 0.71411115 0.6358806 0.77371544
129 02298123 0.9075108 0.5814918 0.5249543 0.77516156
130 02298608 0.68955266 0.756001 0.42759418 0.87498593
131 02299950 0.26615524 0.613031 0.20886575 0.92728984
132 02300700 0.08107535 0.92401785 0.08432992 0.98179984
133 02312200 0.9441524 0.36099896 0.8710322 0.30542845
134 02314500 0.9735917 0.4477915 0.93124723 0.23616369
135 02315500 0.9654229 0.42883572 0.9331697 0.24985792
136 02324400 0.91016465 0.3222522 0.9463677 0.26673594
137 02327100 0.6426133 0.8417266 0.31387356 0.5957202
138 02342933 0.01585878 0.80138034 0.8440841 0.5934977
139 02349900 0.27781746 0.63237345 0.6673156 0.45227
140 02361000 0.37361443 0.5928512 0.36680555 0.40478036
141 02369800 0.190974 0.43624163 0.33138704 0.3811102
142 02371500 0.60778177 0.6247625 0.53028446 0.29088584
143 02372250 0.55321074 0.60233164 0.47088262 0.3331024
144 02374500 0.24162625 0.30254826 0.25735077 0.38058653
145 02381600 0.048728235 0.37152138 0.622934 0.67337185
146 02395120 0.057806894 0.6099777 0.77651906 0.7412367
147 02422500 0.34226957 0.51888055 0.51189333 0.6297316
148 02430085 0.020288106 0.4226954 0.5588201 0.8357798
149 02430615 0.039673552 0.3932055 0.5646758 0.8041578
150 02450250 0.00784543 0.9159367 0.2978291 0.61837816
151 02464000 0.022805324 0.8706823 0.39704967 0.58210784
152 02465493 0.31977788 0.37966394 0.516689 0.70016766
153 02469800 0.17907827 0.6904976 0.303692 0.47447553
154 02472000 0.36152044 0.6610675 0.5220694 0.4719622
155 02472500 0.35910067 0.5666359 0.42854536 0.47249573
156 02479155 0.04161058 0.6078988 0.4593655 0.6565066
157 02479300 0.43557167 0.549288 0.28960845 0.41842318
158 02479560 0.6030967 0.6255251 0.3524801 0.4196277
159 02481000 0.035718355 0.7452541 0.11352235 0.5944953
160 02481510 0.19971186 0.61689395 0.22640035 0.40138286
161 03010655 0.013693238 0.9179206 0.9457623 0.2675262
162 03011800 0.005498104 0.9169326 0.86597866 0.22064285
163 03015500 0.0028329229 0.96298736 0.67063874 0.33044985
164 03021350 0.00021473842 0.986387 0.5306115 0.7150252
165 03026500 0.0058967234 0.9795313 0.91875106 0.22722758
166 03028000 0.006813534 0.9607029 0.8514246 0.2516099
167 03049000 0.020791246 0.93288237 0.85591614 0.4732046
168 03049800 0.0059761563 0.8936061 0.8291497 0.5991294
169 03069500 0.007588961 0.9812447 0.57513785 0.6640195
170 03070500 0.0059644324 0.989911 0.7632892 0.69402003
171 03076600 0.014004496 0.9834989 0.9010043 0.41144466
172 03078000 0.02005544 0.985746 0.8565136 0.50656945
173 03140000 0.01340639 0.885039 0.8847575 0.6683421
174 03144000 0.009001532 0.9067791 0.8517029 0.65133846
175 03164000 0.25569883 0.43861893 0.41685265 0.47571078
176 03165000 0.03581857 0.33024132 0.31185856 0.7844028
177 03170000 0.12819064 0.37902847 0.5242234 0.70310444
178 03173000 0.06530774 0.87882113 0.8518805 0.4881888
179 03180500 0.013404819 0.9878492 0.767224 0.5303761
180 03182500 0.018673267 0.98487204 0.74382204 0.56721675
181 03186500 0.0028163989 0.99511695 0.5629743 0.68033314
182 03213700 0.09023103 0.847215 0.6678225 0.4028328
183 03237280 0.013473877 0.961462 0.9654926 0.7273518
184 03237500 0.00521179 0.9648202 0.87577546 0.8135989
185 03238500 0.00071819365 0.9860881 0.8475551 0.96535605
186 03241500 0.03530016 0.8935913 0.63593584 0.5297787
187 03280700 0.011991053 0.9697612 0.8882183 0.8177978
188 03281500 0.013632065 0.9602131 0.36656463 0.44691673
189 03285000 0.011334051 0.9903881 0.44619343 0.9084663
190 03291780 0.0035298716 0.9930621 0.7194667 0.9883342
191 03340800 0.06834841 0.9317393 0.49878109 0.5481485
192 03346000 0.10965965 0.9556353 0.20176233 0.46289247
193 03357350 0.0040702806 0.9895387 0.64499277 0.6856495
194 03364500 0.023374874 0.8843117 0.73011065 0.7419013
195 03366500 0.012392279 0.95522094 0.6439333 0.92196417
196 03368000 0.0018870886 0.9892558 0.9670408 0.99027574
197 03384450 0.011571667 0.9740848 0.95773256 0.9726556
198 03439000 0.04259078 0.18892652 0.12723768 0.4187684
199 03455500 0.0024011175 0.4726123 0.32486147 0.50776976
200 03456500 0.022058979 0.48556834 0.43914607 0.4394753
201 03460000 0.06000339 0.41888806 0.44357386 0.37187907
202 03463300 0.0038410034 0.6939433 0.504617 0.7711178
203 03471500 0.06715161 0.7288135 0.64902544 0.44767147
204 03473000 0.10101832 0.69539684 0.558313 0.4396605
205 03479000 0.03506178 0.69385004 0.75714517 0.64629203
206 03488000 0.039891988 0.9286208 0.70889705 0.54053354
207 03498500 0.033406112 0.7060702 0.62728286 0.49465403
208 03500000 0.150227 0.19825839 0.19941813 0.34262642
209 03500240 0.1004881 0.23778182 0.2752151 0.37275326
210 03504000 0.03772854 0.21087249 0.114189856 0.2797378
211 03574500 0.004321753 0.96096945 0.12850796 0.3105073
212 03592718 0.02805184 0.55412245 0.63097334 0.9342195
213 03604000 0.20498389 0.72584903 0.52686554 0.38552424
214 04015330 0.14582223 0.98579013 0.5398839 0.7741326
215 04024430 0.332566 0.92229503 0.7273747 0.4141432
216 04027000 0.39289984 0.889841 0.71665984 0.4389403
217 04040500 0.4921187 0.8989594 0.7163284 0.4132351
218 04043050 0.24660093 0.95967484 0.4702164 0.7149683
219 04045500 0.6824288 0.6094926 0.82204705 0.25143778
220 04056500 0.6847339 0.63963926 0.723787 0.2785736
221 04057510 0.56786966 0.59906757 0.7206539 0.33117715
222 04057800 0.49137035 0.84896296 0.6910257 0.43521214
223 04059500 0.50724727 0.759198 0.81063175 0.3144752
224 04063700 0.57465893 0.5106339 0.8041951 0.33293855
225 04074950 0.6103629 0.32246432 0.70212847 0.32311222
226 04105700 0.5610002 0.25197697 0.46809903 0.32847607
227 04122200 0.56048656 0.27830613 0.49639648 0.31155705
228 04122500 0.5562751 0.2460795 0.4564886 0.32594138
229 04124000 0.58429706 0.16816673 0.376114 0.40636858
230 04127918 0.2619233 0.72977835 0.7751477 0.34114447
231 04127997 0.56459075 0.20054 0.38808203 0.42037094
232 04161580 0.32720697 0.45631835 0.8135855 0.24854364
233 04185000 0.33777845 0.920364 0.44808373 0.20941305
234 04196800 0.0058551934 0.9715251 0.25258884 0.3363417
235 04197100 0.012308343 0.96979314 0.34444094 0.4573865
236 04213000 0.0005336517 0.9846081 0.74850196 0.68512875
237 04216418 0.028236704 0.9499506 0.8204239 0.46251538
238 04221000 0.008286766 0.90123713 0.960591 0.31219408
239 04224775 0.016340243 0.82974774 0.964209 0.50599223
240 04233000 0.017915683 0.7477474 0.96295345 0.47831085
241 04256000 0.1304886 0.72273636 0.39500532 0.60307944
242 04296000 0.1975141 0.69941074 0.5337771 0.55397874
243 05056000 0.34191883 0.23811126 0.9639049 0.66990066
244 05057000 0.3908244 0.21626022 0.9664491 0.6257019
245 05057200 0.3382528 0.21690238 0.97548467 0.73649514
246 05120500 0.40636453 0.18383174 0.98350877 0.85356575
247 05123400 0.48022023 0.23981108 0.9790893 0.82582945
248 05129115 0.8665677 0.40506437 0.89969975 0.29664358
249 05131500 0.6347922 0.79035187 0.9045881 0.213758
250 05291000 0.2794489 0.4376459 0.9429392 0.3134442
251 05362000 0.2987924 0.9451956 0.7291522 0.33758828
252 05393500 0.23526798 0.9758632 0.6841113 0.40291825
253 05399500 0.055742193 0.9885029 0.84584963 0.7791906
254 05408000 0.2845766 0.31675142 0.6360443 0.5015247
255 05412500 0.20598437 0.53195685 0.56580985 0.36270756
256 05413500 0.10472501 0.17472582 0.58623976 0.804355
257 05414000 0.11735769 0.2169115 0.582151 0.7465243
258 05444000 0.07607087 0.3745127 0.48753047 0.4779763
259 05454000 0.04727579 0.9076846 0.39315715 0.29852897
260 05458000 0.25671595 0.78876805 0.6917121 0.18523887
261 05466500 0.23727421 0.7815007 0.44518355 0.17142235
262 05487980 0.036322817 0.969276 0.48175958 0.7405039
263 05489000 0.021306539 0.97777975 0.41784593 0.80541724
264 05495000 0.05406634 0.97044003 0.21452458 0.49571604
265 05495500 0.044707693 0.98023754 0.528144 0.8449501
266 05501000 0.031809438 0.97385186 0.65053034 0.8789359
267 05503800 0.01676571 0.98294467 0.53729224 0.96451944
268 05507600 0.0023484877 0.98171747 0.8275566 0.9848614
269 05508805 0.02165758 0.9704129 0.83880043 0.9463031
270 05514500 0.106208645 0.93290085 0.38389516 0.82820314
271 05525500 0.27368975 0.9253576 0.43866506 0.27567032
272 05556500 0.05652466 0.728855 0.51850176 0.31095013
273 05584500 0.36426774 0.9111948 0.4607404 0.19303955
274 05585000 0.4012255 0.8625512 0.49372354 0.20392698
275 05591550 0.20824885 0.9129965 0.4329584 0.36574286
276 05592050 0.11825183 0.9620225 0.5734795 0.71370906
277 05593575 0.011888038 0.9530406 0.551594 0.9862248
278 05593900 0.015093227 0.96377534 0.8283576 0.9640406
279 05595730 0.024385806 0.9849182 0.7694704 0.98710096
280 06191500 0.9287914 0.50780654 0.6841246 0.8274358
281 06224000 0.94059026 0.89393365 0.7137802 0.9438181
282 06278300 0.882285 0.99198055 0.8436424 0.9175353
283 06280300 0.93975854 0.80310225 0.67155105 0.9165047
284 06289000 0.9329271 0.39062187 0.7747261 0.86178887
285 06311000 0.8206913 0.82718223 0.8949433 0.5581998
286 06332515 0.15346019 0.33824402 0.97395533 0.9235221
287 06339100 0.14446102 0.39686143 0.9696147 0.9289778
288 06339500 0.2249097 0.33972472 0.9767364 0.9224576
289 06344600 0.1595907 0.42666996 0.96938837 0.94097084
290 06350000 0.23075168 0.4020608 0.9785972 0.9248702
291 06352000 0.24500383 0.348025 0.97912073 0.9041857
292 06353000 0.29118836 0.30362695 0.980895 0.9001288
293 06354000 0.29131743 0.3269914 0.9785901 0.8907453
294 06360500 0.32190663 0.36786684 0.97785884 0.83090556
295 06404000 0.33582595 0.7010668 0.9386214 0.7447323
296 06406000 0.35984322 0.37881356 0.9575799 0.8701597
297 06409000 0.42387027 0.17307459 0.9321905 0.8804426
298 06431500 0.64775467 0.11522679 0.86426646 0.7172665
299 06447000 0.34844437 0.33344194 0.97471863 0.9110449
300 06447500 0.30384573 0.2044508 0.9748712 0.9157747
301 06450500 0.3335922 0.22820978 0.9646032 0.8786603
302 06452000 0.35507846 0.37697962 0.9674059 0.8494938
303 06453600 0.4164345 0.33375707 0.9345484 0.7898618
304 06464500 0.36268592 0.20844632 0.96906686 0.87840205
305 06468170 0.33593303 0.27570736 0.95869774 0.5529644
306 06470800 0.34422728 0.48908958 0.9614986 0.5143055
307 06477500 0.33989608 0.37939993 0.96728 0.7886972
308 06479438 0.2541056 0.4132412 0.9445182 0.42070886
309 06601000 0.14483222 0.23774397 0.6072102 0.9289071
310 06614800 0.95100623 0.9646621 0.8447185 0.99213445
311 06622700 0.895868 0.9058559 0.92335355 0.9351254
312 06623800 0.9416807 0.8104768 0.9115416 0.97660667
313 06632400 0.893851 0.9265391 0.9265388 0.94045746
314 06746095 0.9766565 0.99823904 0.86299425 0.9984101
315 06784000 0.37878838 0.22715873 0.9413203 0.9174699
316 06803510 0.064824305 0.5512698 0.86926854 0.9886087
317 06803530 0.04458028 0.6617585 0.8934311 0.986679
318 06814000 0.06198402 0.95374316 0.7593104 0.95214266
319 06847900 0.30312756 0.18332326 0.9889417 0.950436
320 06853800 0.3156441 0.5208881 0.907124 0.94794756
321 06876700 0.53152204 0.68246174 0.7779932 0.82780457
322 06878000 0.34941226 0.73066145 0.5870667 0.9126365
323 06879650 0.3152286 0.91865367 0.92155325 0.7921245
324 06885500 0.11863746 0.9041267 0.537376 0.93817633
325 06888500 0.033418484 0.9775565 0.9144138 0.80738664
326 06889200 0.031120947 0.9840958 0.7897075 0.97750455
327 06889500 0.0442387 0.97405577 0.73772866 0.9658354
328 06892000 0.25317985 0.94270396 0.33700395 0.6961982
329 06903400 0.07113475 0.9634959 0.4991087 0.7007006
330 06910800 0.029968599 0.9882988 0.9274543 0.9570438
331 06911900 0.021668434 0.99446714 0.9448155 0.97192943
332 06917000 0.026237844 0.9857566 0.6216612 0.6662123
333 06918460 0.062130503 0.75713885 0.6910986 0.34587038
334 06919500 0.11574088 0.93823016 0.56343246 0.29091787
335 06921070 0.048738237 0.9539769 0.8317373 0.7150427
336 06921200 0.013358692 0.981232 0.91067934 0.906189
337 07014500 0.37070072 0.6171164 0.5568784 0.4491663
338 07056000 0.16137946 0.80583835 0.8423793 0.5863221
339 07057500 0.36693648 0.5775936 0.3638698 0.49291506
340 07060710 0.06812112 0.5315434 0.9490257 0.79494715
341 07066000 0.14856596 0.6367818 0.39015648 0.4934876
342 07067000 0.3766287 0.59844303 0.37673536 0.47094882
343 07068000 0.40333927 0.56945777 0.36237025 0.45592988
344 07071500 0.44113454 0.49589 0.43426454 0.48097584
345 07083000 0.9428545 0.7524018 0.83199227 0.9833461
346 07142300 0.38041925 0.19297217 0.9799737 0.9388075
347 07145700 0.020966986 0.9563256 0.1984796 0.98730034
348 07148400 0.43136594 0.49079585 0.8782565 0.8997678
349 07149000 0.443534 0.45398962 0.7603282 0.8400406
350 07151500 0.26166075 0.7501655 0.50123656 0.91516966
351 07167500 0.006201242 0.9958268 0.95593417 0.97299665
352 07180500 0.056758262 0.96716475 0.50732285 0.9541703
353 07184000 0.008557437 0.9941811 0.35336703 0.92447656
354 07195800 0.15274698 0.6460887 0.6933403 0.38113245
355 07196900 0.008557894 0.94449 0.96908295 0.73421514
356 07197000 0.07904768 0.8653636 0.7588389 0.41560063
357 07208500 0.5451386 0.6086274 0.96906215 0.77813154
358 07226500 0.29968536 0.19761898 0.9895935 0.9592169
359 07261000 0.24925111 0.85701215 0.8310966 0.49274707
360 07291000 0.010482561 0.7705611 0.87026435 0.93622345
361 07292500 0.077418834 0.5867997 0.60292304 0.76481897
362 07299670 0.32058078 0.48047757 0.9669311 0.94664955
363 07301410 0.34215638 0.18000604 0.9812738 0.9340866
364 07301500 0.3492796 0.24875958 0.9703761 0.9175172
365 07315200 0.39670542 0.94457453 0.8878662 0.96612185
366 07315700 0.37113366 0.9190748 0.8226478 0.9441451
367 07335700 0.007836538 0.9697252 0.9736338 0.97071224
368 07340300 0.011885462 0.883495 0.8966485 0.90965706
369 07346045 0.62147033 0.71038556 0.64593905 0.25799832
370 07362100 0.3059163 0.89053196 0.4195474 0.32683134
371 07375000 0.10588866 0.8040177 0.26421922 0.34818488
372 08013000 0.692298 0.90859747 0.47155145 0.4411048
373 08014500 0.5624997 0.69775665 0.54392767 0.48419964
374 08023080 0.069847 0.9474416 0.3292305 0.46204844
375 08029500 0.50947654 0.595074 0.653351 0.64105386
376 08066200 0.05864773 0.93648475 0.8612954 0.9101701
377 08066300 0.43621698 0.6105355 0.64512134 0.47049713
378 08070000 0.45026046 0.64865494 0.6306955 0.608117
379 08079600 0.060822915 0.8931628 0.97065365 0.986585
380 08082700 0.38779244 0.90428627 0.9886007 0.9797035
381 08086212 0.25402543 0.45673227 0.9645605 0.966407
382 08086290 0.24713588 0.5994824 0.9451007 0.9775753
383 08101000 0.07608148 0.8255728 0.80628 0.8922442
384 08103900 0.07400792 0.54943454 0.71989053 0.79172814
385 08104900 0.04975551 0.5613081 0.4627592 0.85251683
386 08109700 0.61340153 0.72378844 0.78481 0.9151938
387 08150800 0.1452038 0.21929525 0.96219254 0.9469802
388 08158700 0.050645072 0.3299125 0.49654034 0.7512525
389 08158810 0.011430629 0.56153417 0.83130056 0.89889497
390 08164000 0.22904398 0.75856006 0.3056643 0.9331825
391 08164300 0.3117489 0.85986155 0.46999 0.9683861
392 08164600 0.14207216 0.9524039 0.11795112 0.9895421
393 08165300 0.04401793 0.285163 0.81702405 0.9798828
394 08171300 0.06261712 0.34885558 0.57788736 0.8193848
395 08175000 0.35075435 0.6714998 0.59960777 0.96124077
396 08176900 0.22150362 0.61706525 0.57319 0.96570057
397 08189500 0.28294194 0.53930813 0.78587204 0.9675097
398 08190000 0.069146395 0.4915738 0.8226597 0.96759486
399 08190500 0.14907424 0.333565 0.97748667 0.9698398
400 08194200 0.45313475 0.580286 0.97433585 0.9687639
401 08195000 0.06961773 0.5058004 0.7633032 0.9622519
402 08196000 0.09320275 0.5009074 0.8794753 0.9640234
403 08198500 0.12854676 0.44360876 0.97219557 0.97756505
404 08200000 0.029218119 0.4405192 0.8876469 0.97312915
405 08202700 0.12724513 0.36988288 0.9659969 0.9721181
406 08267500 0.9373109 0.68151927 0.6232458 0.9498888
407 08269000 0.7382028 0.6808682 0.95911515 0.8424058
408 08271000 0.94618773 0.7772933 0.5662302 0.9637025
409 08324000 0.59204656 0.52672535 0.9720252 0.78822035
410 08377900 0.82604074 0.81593394 0.9149511 0.9660203
411 08378500 0.8506555 0.70464236 0.9307169 0.967985
412 08380500 0.51615053 0.85198796 0.928233 0.9347051
413 09034900 0.940293 0.9693645 0.83806473 0.99043894
414 09035800 0.9024205 0.58490807 0.8795533 0.98138624
415 09035900 0.9316542 0.6234628 0.8826624 0.9815058
416 09047700 0.84382635 0.3512532 0.93280476 0.9827459
417 09065500 0.9287039 0.97782934 0.71658003 0.9884488
418 09066000 0.8791547 0.90245783 0.8621627 0.968358
419 09066200 0.9115419 0.9834637 0.7989674 0.9850826
420 09066300 0.87116325 0.8050781 0.94553137 0.977835
421 09081600 0.9480198 0.7360036 0.6360831 0.9808781
422 09210500 0.8638194 0.32685503 0.8524916 0.87771875
423 09223000 0.88528496 0.7553932 0.91765547 0.8507277
424 09306242 0.5682762 0.16289689 0.98879457 0.9698833
425 09312600 0.74639726 0.6074714 0.9716142 0.7071322
426 09352900 0.9023289 0.8561398 0.66585094 0.906013
427 09378630 0.7366223 0.82836753 0.97549635 0.84765726
428 09386900 0.14212602 0.4210983 0.95613945 0.92192465
429 09404450 0.80119884 0.16938946 0.88210654 0.90080965
430 09430500 0.12253499 0.56858206 0.9528346 0.9723812
431 09430600 0.022654768 0.9505624 0.4357921 0.9653985
432 09480000 0.20275903 0.34678715 0.98124194 0.98147124
433 09492400 0.5493617 0.75117064 0.783416 0.95350313
434 09494000 0.4163605 0.67679614 0.8717779 0.8996083
435 09497980 0.026921272 0.7231378 0.904939 0.9619172
436 09505350 0.0186703 0.8100961 0.8913747 0.92650336
437 09505800 0.023676049 0.6648187 0.85225475 0.94364685
438 09508300 0.006297044 0.98812324 0.9643774 0.9882803
439 09510200 0.022948079 0.813374 0.92733216 0.9496251
440 09512280 0.04256879 0.67222327 0.9785316 0.97816133
441 09513780 0.012100705 0.9360969 0.9748054 0.98242515
442 10172700 0.8096166 0.0879034 0.96353966 0.9754587
443 10172800 0.8108213 0.35999236 0.5292108 0.90986407
444 10205030 0.7489566 0.26072377 0.97364104 0.97254544
445 10234500 0.95076 0.44303665 0.9376709 0.9897831
446 10242000 0.9558996 0.871762 0.96360385 0.96176606
447 10244950 0.93504995 0.14539984 0.888171 0.9953941
448 10249300 0.91166717 0.4386594 0.9488019 0.9320509
449 10258500 0.1010552 0.279288 0.9532183 0.95636135
450 10259000 0.22291048 0.19719194 0.25244817 0.90384984
451 10259200 0.07962245 0.38781178 0.94735587 0.9657249
452 10263500 0.36223957 0.3286869 0.37631103 0.83010215
453 10316500 0.94224685 0.9427954 0.55842197 0.96325475
454 10329500 0.72955614 0.42608318 0.93157095 0.6726238
455 10336645 0.9038974 0.9786034 0.93139726 0.9689113
456 10336660 0.9469159 0.9906232 0.8294798 0.99250245
457 10343500 0.72518146 0.4669246 0.83658034 0.8747338
458 10396000 0.8774139 0.5627626 0.649424 0.8778094
459 11098000 0.055343013 0.081052005 0.2526075 0.5654952
460 11124500 0.13303003 0.0855098 0.74096835 0.6003611
461 11141280 0.060064267 0.21133879 0.4347989 0.7999309
462 11143000 0.047752794 0.6486075 0.30472004 0.3851371
463 11148900 0.004291406 0.9173207 0.7862481 0.8347008
464 11151300 0.1265304 0.17121078 0.9661148 0.9442318
465 11162500 0.03804551 0.7912188 0.75099444 0.6589141
466 11176400 0.03752967 0.7580544 0.9497151 0.85863924
467 11180500 0.044739738 0.7335328 0.95825034 0.82338446
