 basin_id q_mean runoff_ratio slope_fdc baseflow_index stream_elas q5 q95 high_q_freq high_q_dur low_q_freq low_q_dur zero_q_freq hfd_mean
18 01187300 0.20629407 0.3701251 0.6324495 0.497545 0.1894738 0.026196072 0.21534303 0.06828704 0.017463904 0.25868836 0.05429261 0.0 0.26101884
19 01333000 0.21308973 0.4079885 0.62713605 0.62036103 0.32231644 0.08995391 0.20841998 0.02662037 0.016294468 0.14181614 0.047740087 0.0 0.30251855
20 01350000 0.21716131 0.39794642 0.6531408 0.5088071 0.31999755 0.03788547 0.2259764 0.06568287 0.020437453 0.26807737 0.07724263 0.0 0.2698912
21 01350140 0.15439045 0.3122925 0.7373822 0.5139348 0.26400667 0.013833497 0.16166437 0.06423611 0.022415653 0.30044842 0.06305708 0.0 0.30566683
22 01365000 0.28032735 0.47237495 0.6249949 0.62271076 0.28301546 0.11146082 0.2516091 0.030671297 0.016841438 0.13340807 0.05154403 0.0 0.30165997
23 01411300 0.12222706 0.27243713 0.53549427 0.815149 0.24526936 0.13991621 0.09500515 0.005497685 0.020527486 0.0109304935 0.023227299 0.0 0.35546646
24 01413500 0.20185977 0.37337163 0.7169668 0.59446466 0.26885906 0.054716412 0.18856837 0.0318287 0.022423271 0.19618835 0.082350664 0.0 0.28305665
25 01414500 0.23079833 0.41127956 0.699299 0.59478515 0.26136538 0.067313716 0.21094202 0.03153935 0.01840046 0.16690023 0.062358327 0.0 0.26674294
26 01415000 0.18642567 0.35012925 0.7087605 0.5715377 0.27614066 0.042416476 0.1778046 0.032407407 0.02086278 0.21398543 0.055117458 0.0 0.27361193
27 01423000 0.18960722 0.36287078 0.7235744 0.5862751 0.30769682 0.04342331 0.18068342 0.02980324 0.020607516 0.22043163 0.086145684 0.0 0.2813394
28 01435000 0.3059477 0.50299495 0.527913 0.6061209 0.27378705 0.157955 0.27376866 0.035590276 0.015274536 0.11014574 0.05427471 0.0 0.29908416
29 01439500 0.20888427 0.40223238 0.6702212 0.6563361 0.26128882 0.049476415 0.18401946 0.01880787 0.025080575 0.1590527 0.07616608 0.0 0.24642245
30 01440000 0.1851052 0.3696901 0.65992254 0.66168267 0.23112701 0.06617072 0.16404358 0.020833332 0.017679175 0.15807176 0.075696334 0.0 0.26788783
31 01440400 0.21318492 0.4028339 0.6358238 0.6314738 0.25934175 0.0806171 0.19266792 0.025752313 0.020032305 0.16774103 0.071289934 0.0 0.24642245
32 01451800 0.18126568 0.36684215 0.633323 0.53440136 0.3176902 0.055853218 0.18556029 0.05787037 0.021607881 0.20557736 0.043685187 0.0 0.23153977
33 01466500 0.08764135 0.17439322 0.38802493 0.9436604 0.12532501 0.16315298 0.05145457 0.0011574074 0.021607881 0.0 0.0 0.0 0.38981107
34 01484100 0.1024692 0.21791378 0.5625334 0.7971821 0.28200755 0.06277743 0.0743328 0.013888889 0.015714822 0.078054935 0.06634669 0.0 0.3580424
35 01485500 0.09429368 0.2054259 0.7313941 0.5338502 0.34604707 0.0142563665 0.10268012 0.07146991 0.030324697 0.2994675 0.07272782 0.0 0.26903263
36 01486000 0.12907831 0.27903038 0.7120413 0.58370745 0.31325012 0.034292553 0.13068193 0.04861111 0.019728934 0.25938904 0.09091986 0.0 0.27819115
37 01487000 0.13424923 0.2846138 0.6678257 0.83763236 0.28410637 0.11305364 0.096422605 0.0046296297 0.014405254 0.03433296 0.03242557 0.0 0.34516317
38 01491000 0.12649535 0.27083957 0.67796785 0.62460226 0.2877239 0.04145691 0.123490706 0.036458332 0.021607881 0.21846972 0.066918656 0.0 0.34344593
39 01510000 0.19573836 0.40102443 0.70577157 0.565116 0.2847277 0.052686654 0.19836874 0.05324074 0.021845331 0.22169283 0.07934269 0.0 0.2916428
40 01516500 0.10580767 0.23502238 0.65058523 0.465878 0.26722866 0.009614895 0.11236391 0.09114583 0.0231513 0.34234866 0.06728239 0.0 0.25987405
41 01532000 0.13870412 0.30752173 0.62828785 0.4878967 0.3362901 0.01602795 0.1457573 0.083043985 0.023313766 0.28363228 0.06515877 0.0 0.21608472
42 01539000 0.18318506 0.37946224 0.67551875 0.5818287 0.29705372 0.05319353 0.17290588 0.036747683 0.0207894 0.18932177 0.067051455 0.0 0.23583284
43 01542810 0.16467068 0.34098417 0.66786367 0.43134815 0.2989647 0.017037613 0.19760352 0.10734953 0.025368746 0.33478138 0.0698317 0.0 0.2561534
44 01543000 0.16970372 0.354872 0.6945481 0.5023676 0.37431636 0.0243114 0.18747146 0.067129634 0.023871565 0.2707399 0.05789407 0.0 0.2676016
45 01543500 0.1679073 0.34912792 0.71945184 0.54099077 0.3906773 0.02553144 0.17850411 0.048900463 0.023112226 0.25168163 0.07506294 0.0 0.29021177
46 01544500 0.16828617 0.3546869 0.7060583 0.543574 0.24375917 0.031257123 0.17758892 0.048900463 0.025011862 0.25546527 0.07299007 0.0 0.2721809
47 01545600 0.15627588 0.3271544 0.700832 0.5772602 0.24806269 0.026904615 0.15943104 0.0396412 0.028464228 0.23710763 0.083109885 0.0 0.29364628
48 01547700 0.13872655 0.31352454 0.7371045 0.49547035 0.43931764 0.015994905 0.15170604 0.08940972 0.030627685 0.32525226 0.06743034 0.0 0.26101884
49 01548500 0.14775994 0.33211342 0.6920254 0.5537237 0.25353396 0.034990426 0.15754038 0.051504627 0.027085934 0.24859865 0.07826254 0.0 0.2813394
50 01549500 0.1555774 0.33084816 0.66499776 0.52818054 0.23914966 0.023802677 0.15917133 0.06597222 0.025659358 0.26401344 0.06233651 0.0 0.23783632
51 01550000 0.17228274 0.36248168 0.6977931 0.5548047 0.31992376 0.03788922 0.1749644 0.050636575 0.02100766 0.23178251 0.06678479 0.0 0.2435604
52 01552000 0.177067 0.36101916 0.6690656 0.57234365 0.26911062 0.045556027 0.17156233 0.036747683 0.018541897 0.18820068 0.06335468 0.0 0.212364
53 01552500 0.20425817 0.3998587 0.6420362 0.5431162 0.26448107 0.044922367 0.19147916 0.039930556 0.016752178 0.20333521 0.049031183 0.0 0.2066399
54 01557500 0.16469264 0.37043732 0.70832807 0.5949449 0.32879522 0.049877375 0.17273256 0.045138888 0.020553837 0.24523543 0.0631667 0.0 0.2985117
55 01567500 0.13342376 0.29408368 0.5846579 0.62104523 0.33179048 0.09108152 0.12495352 0.049479168 0.019447092 0.11561099 0.03606214 0.0 0.28506014
56 01568000 0.1465108 0.31168246 0.67522734 0.57998955 0.35229144 0.050975733 0.14533386 0.058159724 0.019217629 0.23934978 0.058545984 0.0 0.2787636
57 01580000 0.1343207 0.2769908 0.49327698 0.8055704 0.25338137 0.14450344 0.09503046 0.013310185 0.013078455 0.018497758 0.057174888 0.0 0.33714938
58 01583500 0.11306064 0.2450761 0.48513302 0.82245195 0.2450774 0.12299992 0.0784502 0.009259259 0.011152455 0.02410314 0.04552815 0.0 0.32999426
59 01591400 0.10975062 0.23616157 0.51777196 0.7148244 0.27816808 0.07683455 0.07808022 0.028935185 0.012861834 0.06712444 0.057055775 0.0 0.31711504
60 01596500 0.15820709 0.3383164 0.7284744 0.49386182 0.3623065 0.019425714 0.19530906 0.1027199 0.026634714 0.33267936 0.071138985 0.0 0.2824842
61 01605500 0.10378521 0.22852202 0.6022419 0.61084753 0.36955053 0.06525319 0.100129746 0.05121528 0.025841858 0.15765135 0.048289597 0.0 0.34659418
62 01606500 0.12450414 0.2618608 0.68248814 0.58182174 0.3940905 0.046716332 0.13192214 0.0636574 0.026119417 0.2532231 0.07296259 0.0 0.336577
63 01620500 0.16811705 0.35063705 0.59747547 0.46346694 0.38102463 0.016462088 0.17187305 0.0859375 0.02943826 0.32763454 0.1547163 0.0 0.33772182
64 01632000 0.097285576 0.23472957 0.61178565 0.43688673 0.3358155 0.0070559257 0.10939453 0.13859954 0.03296234 0.3929372 0.11226777 0.0 0.34716654
65 01632900 0.08205903 0.19926487 0.59118795 0.6651564 0.4790642 0.04940656 0.07593892 0.046875 0.020351607 0.12920403 0.054911714 0.0 0.34029764
66 01634500 0.10181161 0.24172063 0.59768164 0.54040337 0.5115634 0.035162102 0.1066139 0.08420139 0.025354408 0.2986267 0.059030857 0.0 0.3340011
67 01638480 0.102443285 0.23874776 0.6805172 0.54672223 0.41342574 0.010437135 0.10367703 0.074652776 0.022479165 0.31558296 0.0687809 0.0 0.3159702
68 01639500 0.11732007 0.25668862 0.5552454 0.63253504 0.3403052 0.06419527 0.11305019 0.046875 0.014832529 0.109304935 0.046454597 0.0 0.27275327
69 01644000 0.10319524 0.23945776 0.72626114 0.5760771 0.48660636 0.0078678075 0.1082954 0.06568287 0.021897271 0.29400226 0.07404501 0.0 0.329708
70 01658500 0.09827519 0.2157033 0.51368886 0.4187616 0.3693947 0.0057384456 0.10337622 0.1021412 0.015957285 0.35243836 0.057334468 0.0100680655 0.28420147
71 01664000 0.11475553 0.2578286 0.6988978 0.6349599 0.32870248 0.024640074 0.10338395 0.03414352 0.0169982 0.1980101 0.06351267 0.0 0.3259874
72 01666500 0.12531085 0.27711582 0.5999173 0.6593387 0.35913154 0.060995024 0.10250586 0.024305554 0.015381881 0.12598094 0.05711136 0.0 0.32112187
73 01667500 0.119177476 0.26286328 0.6290425 0.6330135 0.38120064 0.048371594 0.10665963 0.033275463 0.015928885 0.16661996 0.055539988 0.0 0.3145392
74 01669000 0.09857735 0.2178261 0.75999725 0.75217676 0.29987308 0.028088057 0.07899395 0.013599536 0.01880686 0.13579036 0.05496276 0.0038287009 0.32112187
75 02011400 0.10205959 0.21922389 0.6820157 0.6078339 0.38251844 0.051965524 0.10142909 0.054398146 0.022568231 0.20669843 0.06219245 0.0 0.33428732
76 02011460 0.1501029 0.31231225 0.71625656 0.49954957 0.32977468 0.023877544 0.15935977 0.07986111 0.021148138 0.3116592 0.07849194 0.0 0.29364628
77 02013000 0.100423366 0.23385575 0.615169 0.50947154 0.32535335 0.035627488 0.10825323 0.105324075 0.025371833 0.3165639 0.086105384 0.0 0.31768748
78 02014000 0.109575 0.24804683 0.69508475 0.608848 0.34051815 0.058483873 0.10581485 0.053819444 0.02392301 0.21048206 0.057712823 0.0 0.3431597
79 02015700 0.13950045 0.30925608 0.57554406 0.6275024 0.32864302 0.11665485 0.12501225 0.047164347 0.01893594 0.033352017 0.033352017 0.0 0.33199772
80 02016000 0.118873745 0.26751712 0.60133713 0.5578207 0.35358542 0.0667238 0.120891295 0.07118055 0.021093408 0.2097814 0.072781295 0.0 0.32770464
81 02017500 0.120257154 0.28147003 0.77241737 0.57295275 0.3322606 0.036169972 0.13026236 0.08391204 0.027726926 0.33534193 0.09345595 0.0 0.3340011
82 02018000 0.114545956 0.26530376 0.7004865 0.5714714 0.28609335 0.047348384 0.123417564 0.07638889 0.024588278 0.2848935 0.095904745 0.0 0.32627362
83 02027000 0.16911308 0.34561908 0.66823316 0.639998 0.35035336 0.05028482 0.16000704 0.0318287 0.019807225 0.21090247 0.06961829 0.0 0.27361193
84 02027500 0.19008388 0.36761484 0.69131684 0.64166903 0.20265068 0.052352097 0.17144804 0.026041666 0.019843971 0.20767938 0.06478072 0.0 0.2824842
85 02028500 0.14696722 0.31296897 0.69465077 0.629507 0.34391692 0.030417725 0.14248239 0.040509257 0.019391688 0.23388453 0.07646225 0.0 0.29221526
86 02038850 0.09122431 0.2044991 0.5166975 0.6515637 0.41042495 0.03356962 0.08039128 0.038483795 0.01561874 0.12093611 0.0595917 0.0 0.29937038
87 02046000 0.08802449 0.18994416 0.6723856 0.49462247 0.42662296 0.006294404 0.09615998 0.09114583 0.026178777 0.3445908 0.094484575 0.00042541124 0.29679444
88 02051500 0.08421921 0.18619385 0.6030139 0.5257063 0.27734122 0.02118533 0.087191604 0.08043981 0.020293888 0.2547646 0.072183296 0.0 0.29364628
89 02053200 0.08815271 0.1864504 0.776406 0.43453383 0.42557296 0.003975813 0.10932444 0.19762732 0.07234403 0.43231505 0.10351204 0.0 0.35432166
90 02053800 0.09952299 0.21778776 0.62252176 0.67381334 0.36375237 0.06469298 0.08190334 0.033564817 0.018988743 0.09641256 0.040975336 0.0 0.35746995
91 02055100 0.10086829 0.23334679 0.7330131 0.6970518 0.32194215 0.049554177 0.085607864 0.03414352 0.017463904 0.13046525 0.059144244 0.0 0.33228394
92 02056900 0.1045101 0.23235892 0.59754264 0.7119074 0.33490095 0.067687966 0.08249083 0.02488426 0.015231784 0.07441144 0.038333166 0.0 0.34917
93 02059500 0.08834969 0.20123427 0.51196116 0.6701321 0.26529634 0.04988392 0.075056806 0.033854164 0.017556403 0.08506166 0.05258357 0.0 0.34401828
94 02064000 0.095486335 0.217948 0.53026986 0.6330845 0.40119365 0.051888417 0.08157516 0.042824075 0.0148054 0.0892657 0.05419703 0.0 0.31711504
95 02065500 0.09621468 0.21696916 0.5021413 0.6918326 0.34446713 0.06790598 0.07428389 0.03125 0.01912829 0.061378926 0.057968985 0.00014180374 0.31396675
96 02069700 0.13546805 0.27208677 0.49972394 0.80488235 0.35652047 0.1505651 0.09736752 0.012731481 0.012847929 0.01233184 0.026205156 0.0 0.3766457
97 02070000 0.119100265 0.255252 0.40740293 0.76758367 0.3701493 0.13794817 0.084906414 0.022280091 0.013204816 0.021300448 0.051729657 0.0 0.36891812
98 02074500 0.09941758 0.21466102 0.3829329 0.6600152 0.61076045 0.09091602 0.07025191 0.036458332 0.014180171 0.03433296 0.04169002 0.0 0.34029764
99 02077200 0.09401274 0.20240909 0.5625974 0.3819585 0.21865974 0.0 0.09668081 0.1322338 0.022964656 0.41493836 0.08154857 0.06466251 0.27704632
100 02081500 0.0865113 0.18677562 0.51834404 0.35672408 0.28905836 0.0019313138 0.101206824 0.1652199 0.023636205 0.44114348 0.08379262 0.00680658 0.26702917
101 02082950 0.08525339 0.18422802 0.63632274 0.5079948 0.36757126 0.011384181 0.09207164 0.08362268 0.02580445 0.29974777 0.0738509 0.0 0.34516317
102 02092500 0.10330628 0.19252461 0.6600151 0.45417383 0.43796852 0.007213356 0.11442141 0.1099537 0.059499964 0.3399664 0.09474473 0.0 0.37693185
103 02102908 0.13855419 0.2923898 0.41353008 0.8214999 0.16459043 0.18409139 0.093537964 0.005787037 0.012004379 0.0068665924 0.019455343 0.0 0.3099599
104 02108000 0.115758196 0.21441388 0.7091986 0.5603729 0.3765105 0.018642332 0.11503925 0.050057866 0.062302724 0.2598094 0.07681321 0.0 0.35718372
105 02111180 0.1779177 0.33926195 0.5359388 0.7157801 0.3410404 0.13813505 0.13803495 0.022569444 0.015605691 0.05311099 0.0401283 0.0 0.36462507
106 02111500 0.1407983 0.27807048 0.50151914 0.81585467 0.394175 0.15112688 0.0970826 0.010416666 0.012154433 0.014013453 0.04764574 0.0 0.36033198
107 02112120 0.13713908 0.27263558 0.49081087 0.78615683 0.4087882 0.13774976 0.09730409 0.014467592 0.012277205 0.023963006 0.032589685 0.0 0.34974238
108 02112360 0.1473208 0.30323657 0.44456902 0.84866846 0.33413547 0.18183221 0.09626046 0.0078125 0.011219477 0.01233184 0.0322525 0.0 0.3709216
109 02118500 0.1167957 0.23597383 0.45689324 0.7323296 0.4493205 0.1007588 0.088658966 0.02517361 0.014919727 0.04049888 0.03721519 0.0 0.33915284
110 02125000 0.09878814 0.2157939 0.43801826 0.30122286 0.6075067 0.0 0.11479873 0.22482638 0.029249692 0.5172366 0.08926925 0.065087914 0.22867772
111 02128000 0.09703384 0.21144977 0.52885073 0.4497095 0.35709643 0.009223006 0.0970057 0.08738426 0.01708267 0.32020742 0.06048362 0.0008508225 0.27590153
112 02137727 0.18056372 0.3211564 0.5190112 0.7655144 0.43192038 0.17145017 0.13300577 0.016203703 0.014070248 0.02872758 0.040697403 0.0 0.36290783
113 02143000 0.1444821 0.2759273 0.48805586 0.7468124 0.3774613 0.11641241 0.107179545 0.021122685 0.014339776 0.0470852 0.034802105 0.0 0.30681163
114 02143040 0.17332311 0.30322132 0.5572097 0.6729024 0.39601493 0.10471674 0.15129359 0.032696757 0.013873241 0.10215808 0.04631166 0.0 0.30738407
115 02149000 0.15647484 0.28975672 0.48869208 0.787149 0.43447176 0.1484802 0.115806095 0.014756944 0.012522749 0.027746636 0.036284063 0.0 0.34659418
116 02152100 0.13403766 0.25108823 0.4705677 0.73630697 0.47340393 0.10415362 0.10498221 0.02372685 0.013629586 0.051429376 0.0336269 0.0 0.34201488
117 02177000 0.30065387 0.39644903 0.5469446 0.82533306 0.40454602 0.2857629 0.21312559 0.0043402775 0.012466085 0.025644619 0.039632592 0.0 0.34401828
118 02178400 0.29545766 0.40171033 0.5204388 0.81299704 0.39065963 0.2934467 0.2082007 0.0049189813 0.012244466 0.02102018 0.031073308 0.0 0.3248426
119 02202600 0.07360277 0.15497448 0.5654148 0.42165783 0.58304465 0.0006322108 0.10952214 0.2751736 0.09785283 0.5060258 0.13337114 0.0007090187 0.29994273
120 02212600 0.07593361 0.15847382 0.490988 0.39568886 0.38802952 0.0014492936 0.09000383 0.15017362 0.027621895 0.41507852 0.09408445 0.0154566085 0.25987405
121 02221525 0.07821821 0.16393739 0.5556563 0.59393555 0.2748929 0.016856497 0.07965348 0.06799769 0.02372828 0.20781952 0.09679265 0.0 0.2744705
122 02231000 0.07803785 0.14740832 0.56729597 0.48715395 0.46839458 0.013272493 0.09007419 0.1802662 0.09480077 0.41101456 0.12477228 0.0 0.45134512
123 02231342 0.11757777 0.21938872 0.64481664 0.43746865 0.3859885 0.0 0.15784496 0.19618057 0.06599163 0.42797086 0.110234916 0.0947249 0.7054951
124 02245500 0.09141126 0.17133544 0.46921957 0.49591333 0.41261944 0.034747515 0.097987615 0.088541664 0.03273273 0.22295405 0.059688482 0.0 0.55609614
125 02246000 0.09805554 0.1866167 0.4759798 0.46466035 0.42048728 0.026841389 0.1036168 0.09722222 0.039891474 0.24635652 0.06250837 0.0 0.50228965
126 02296500 0.07242659 0.13813765 0.49342224 0.4902724 0.6385454 0.0040976116 0.104101084 0.3466435 0.16178901 0.5186379 0.18368424 0.0 0.7959359
127 02297155 0.081319444 0.14387229 0.46051857 0.43773636 0.4295856 0.00032337278 0.10597846 0.3015046 0.07263036 0.51289237 0.12280522 0.034316506 0.81911844
128 02297310 0.09520976 0.17449638 0.46086073 0.4737286 0.5423913 0.005155555 0.12640877 0.30324075 0.13641602 0.5117713 0.15000194 0.0053885425 0.88694906
129 02298123 0.107214145 0.2053107 0.5739594 0.5643055 0.5507478 0.016048715 0.14934024 0.22193286 0.13584627 0.3825673 0.11213178 0.0 0.8460218
130 02298608 0.13911477 0.25236586 0.52034205 0.44143167 0.44558376 0.00872156 0.17597894 0.23697917 0.085907064 0.43806055 0.12011337 0.00907544 0.8932456
131 02299950 0.12231809 0.21785316 0.4011455 0.39365777 0.30682325 0.02373664 0.17067409 0.22743055 0.044460196 0.43960205 0.08035736 0.0 0.8626216
132 02300700 0.15521279 0.28181708 0.3200161 0.40456122 0.3760662 0.03689182 0.15620802 0.10185185 0.031172024 0.23066145 0.044058926 0.00113443 0.7601603
133 02312200 0.039848343 0.07690173 0.37697983 0.62256986 1.0 0.0 0.07044647 0.46788192 0.5459366 0.6073431 0.3277724 0.12989223 0.48053807
134 02314500 0.061199628 0.11730893 0.7805531 0.65745646 0.44050893 0.0036443495 0.074300125 0.1490162 0.24191432 0.39980382 0.31612396 0.0 0.38838002
135 02315500 0.060732625 0.11589657 0.70119935 0.6413954 0.53595966 0.0036172369 0.08167974 0.16059028 0.2855327 0.41493836 0.30016816 0.0 0.38151112
136 02324400 0.046565622 0.0839679 0.71732855 0.5596291 0.54231685 0.002976343 0.064563505 0.34230325 0.19663173 0.5252242 0.24131922 0.0 0.50028616
137 02327100 0.15960707 0.27074867 0.70636994 0.37684026 0.39493963 0.0066983677 0.20216683 0.23668982 0.07752301 0.47421527 0.12596342 0.0 0.4876932
138 02342933 0.1026535 0.1896726 0.48163176 0.37742224 0.36467868 0.0052167685 0.106026895 0.14467593 0.02318442 0.4309137 0.0691088 0.0 0.30051517
139 02349900 0.084312834 0.17515941 0.5797422 0.5215172 0.36104733 0.024633914 0.09187216 0.13078703 0.031303726 0.3793442 0.08111762 0.0 0.27504295
140 02361000 0.124904834 0.22277798 0.6093723 0.63659656 0.31338733 0.058442004 0.109110914 0.030960647 0.027524324 0.1549888 0.06057033 0.0 0.29364628
141 02369800 0.15972587 0.24417098 0.5299216 0.608345 0.3025883 0.12949124 0.1324243 0.03298611 0.021607881 0.04456278 0.032937706 0.0 0.3216943
142 02371500 0.1186369 0.21083897 0.7346563 0.5870512 0.30874845 0.02653438 0.12728861 0.058449075 0.042792078 0.28629485 0.09543161 0.0 0.29564965
143 02372250 0.12577176 0.22290806 0.66794604 0.56930465 0.3213338 0.029072547 0.13026164 0.05324074 0.038229328 0.25742713 0.07115872 0.0 0.26702917
144 02374500 0.15280809 0.24421026 0.47564897 0.72071475 0.29413825 0.14713272 0.12625077 0.014467592 0.01742571 0.029848654 0.042285595 0.0 0.27618775
145 02381600 0.38115355 0.63401717 0.5137505 0.6988118 0.36098415 0.17597495 0.30549768 0.027488425 0.01682581 0.10229821 0.042939987 0.0 0.33571833
146 02395120 0.13246475 0.24943778 0.46666172 0.63454366 0.40956688 0.098478384 0.11441495 0.044849537 0.016417753 0.06390134 0.022631727 0.0 0.27590153
147 02422500 0.12855226 0.22702217 0.5224593 0.64327276 0.33304748 0.08797358 0.11631696 0.045717593 0.017242651 0.08183857 0.048815984 0.0 0.26960498
148 02430085 0.17498454 0.29249933 0.594483 0.53442043 0.21379657 0.074624486 0.17252308 0.067129634 0.01576424 0.2179092 0.05880089 0.0 0.21608472
149 02430615 0.17345102 0.28932485 0.5218631 0.630011 0.21923022 0.087854676 0.13391851 0.037326388 0.015485647 0.1087444 0.04864881 0.0 0.2492845
150 02450250 0.18049778 0.28955802 0.6257901 0.41659158 0.29674107 0.01653758 0.20929722 0.15596065 0.026959833 0.44212446 0.09574669 0.0 0.17572981
151 02464000 0.15864144 0.26247585 0.60570234 0.43540502 0.30174208 0.008364996 0.19099812 0.14265046 0.024210649 0.39055496 0.082477435 0.0 0.18546076
152 02465493 0.11929406 0.20810834 0.46027488 0.7071762 0.24653381 0.14513399 0.094944715 0.019097222 0.01876474 0.003923767 0.019058296 0.0 0.24642245
153 02469800 0.13098483 0.22575489 0.5903619 0.47383097 0.475974 0.023869667 0.15041548 0.11834491 0.026943974 0.3433296 0.062423564 0.0 0.2467086
154 02472000 0.13647817 0.23174167 0.47472155 0.45452416 0.4839053 0.045547683 0.17397195 0.17476852 0.044091754 0.35117716 0.075094484 0.0 0.2283915
155 02472500 0.1340034 0.22220068 0.32034305 0.60523045 0.3276827 0.13921641 0.12752077 0.060474534 0.024543736 0.0012612108 0.014293722 0.0 0.26588437
156 02479155 0.15445608 0.24634652 0.5044976 0.43474907 0.3518579 0.055120356 0.16356085 0.112847224 0.021607881 0.30535313 0.04920382 0.0 0.24985687
157 02479300 0.18251374 0.27942508 0.5031671 0.56908095 0.33062103 0.1269751 0.20766357 0.07262731 0.034766525 0.09529148 0.0506236 0.0 0.2824842
158 02479560 0.18214609 0.2769519 0.63833123 0.55465144 0.3531389 0.08116727 0.20081481 0.06828704 0.03983953 0.20613791 0.053096123 0.0 0.26359475
159 02481000 0.19455488 0.28714067 0.52979994 0.36270627 0.35873753 0.01943117 0.25040644 0.15885417 0.026129352 0.40484866 0.06285322 0.0 0.2982255
160 02481510 0.17566758 0.26872104 0.5217158 0.47558188 0.36221159 0.057965253 0.19765191 0.09953704 0.024291214 0.253083 0.050616592 0.0 0.29364628
161 03010655 0.1541119 0.33251 0.77163875 0.55346984 0.31136662 0.033704784 0.15618555 0.049189813 0.028697966 0.26121077 0.071049325 0.0 0.26330853
162 03011800 0.19898228 0.39315543 0.73704016 0.61584693 0.34586266 0.07458572 0.182676 0.020254629 0.016440779 0.17502804 0.05409957 0.0 0.2435604
163 03015500 0.21111159 0.4161255 0.6922927 0.5425942 0.3074614 0.074558884 0.22534345 0.04542824 0.022616247 0.21552692 0.058623318 0.0 0.20377785
164 03021350 0.23611403 0.4546468 0.62175864 0.455311 0.30316207 0.03830767 0.2847786 0.09866898 0.019701302 0.29400226 0.054923493 0.0 0.16227815
165 03026500 0.17984834 0.36018667 0.7617536 0.5663995 0.27647376 0.039244175 0.1741613 0.0318287 0.018569272 0.20795964 0.05276588 0.0 0.2604465
166 03028000 0.20408875 0.4179776 0.7348683 0.58156395 0.3547222 0.068885565 0.19836123 0.027199073 0.019161707 0.19899105 0.043649644 0.0 0.26101884
167 03049000 0.1314227 0.28256258 0.73541045 0.5336813 0.27158794 0.027966788 0.1411967 0.057581015 0.01954531 0.2731222 0.056279726 0.0 0.26330853
