 basin_id E0 E1 E2
42 01539000 0.7172469 0.920604 0.8723578
43 01542810 0.9078109 0.9902648 0.95669883
44 01543000 0.7956376 0.96072733 0.8918514
45 01543500 0.74902475 0.93915653 0.8503754
46 01544500 0.76687354 0.92197907 0.8652089
47 01545600 0.6962521 0.8726954 0.8130527
48 01547700 0.8690659 0.9613767 0.98294616
49 01548500 0.7773068 0.8672164 0.8767794
50 01549500 0.8397412 0.9116299 0.9501848
51 01550000 0.81749076 0.90629476 0.926676
52 01552000 0.80711645 0.9113594 0.9001313
53 01552500 0.87655413 0.9500806 0.9405848
54 01557500 0.72649336 0.8912512 0.8718266
55 01567500 0.8597901 0.8468543 0.97123754
56 01568000 0.76157314 0.89438695 0.94923383
57 01580000 0.9625129 0.544279 0.80093575
58 01583500 0.96546835 0.5148006 0.8079177
59 01591400 0.9806325 0.6809645 0.9442868
60 01596500 0.7938629 0.9597731 0.94534034
61 01605500 0.85623676 0.84361845 0.9815258
62 01606500 0.7347452 0.86527103 0.94795936
63 01620500 0.9361943 0.9904298 0.9779188
64 01632000 0.9265003 0.95592695 0.988821
65 01632900 0.91819525 0.7077074 0.96848136
66 01634500 0.87844896 0.92139465 0.9807544
67 01638480 0.9176226 0.9331606 0.9740471
68 01639500 0.95151526 0.7656598 0.94367075
69 01644000 0.80165106 0.85531056 0.9159953
70 01658500 0.9581548 0.9370081 0.98777175
71 01664000 0.81423825 0.7873949 0.8635841
72 01666500 0.96390027 0.812399 0.9255904
73 01667500 0.9196888 0.79117554 0.89501166
74 01669000 0.7218393 0.5278833 0.5819194
75 02011400 0.7431136 0.7627526 0.90959424
76 02011460 0.8837277 0.9659523 0.9591421
77 02013000 0.88177556 0.9577906 0.9596553
78 02014000 0.85980093 0.88304234 0.93650043
79 02015700 0.9026636 0.87097096 0.94831246
80 02016000 0.79798186 0.90563285 0.93385816
81 02017500 0.8201181 0.9104044 0.8876356
82 02018000 0.8565802 0.9111103 0.9158485
83 02027000 0.8672153 0.76357806 0.77340734
84 02027500 0.92559546 0.86020577 0.8636947
85 02028500 0.92076325 0.78836876 0.82584053
86 02038850 0.98313785 0.74805725 0.9808076
87 02046000 0.6064056 0.89226526 0.6918958
88 02051500 0.60636777 0.8408282 0.61421794
89 02053200 0.6297828 0.73606664 0.24615486
90 02053800 0.9122065 0.66853863 0.86910075
91 02055100 0.98963976 0.86822325 0.9926494
92 02056900 0.97208 0.7049534 0.91164887
93 02059500 0.9948539 0.7920578 0.9881385
94 02064000 0.9939295 0.83836627 0.99321014
95 02065500 0.9874535 0.7635283 0.9655227
96 02069700 0.98602825 0.5803667 0.7765718
97 02070000 0.994709 0.68684834 0.9320866
98 02074500 0.9899975 0.78632545 0.981016
99 02077200 0.9791669 0.9620028 0.9676605
100 02081500 0.8836289 0.9610297 0.787475
101 02082950 0.5700326 0.92747325 0.42023253
102 02092500 0.59403926 0.5099883 0.09181406
103 02102908 0.97872066 0.4373191 0.60534745
104 02108000 0.6930615 0.43291232 0.14274095
105 02111180 0.97762376 0.63105047 0.78510576
106 02111500 0.98127675 0.50959456 0.69932157
107 02112120 0.9749714 0.543699 0.7293517
108 02112360 0.9820514 0.5073441 0.6786769
109 02118500 0.9778447 0.72543466 0.9087967
110 02125000 0.9971227 0.9816559 0.9967781
111 02128000 0.9585789 0.9392395 0.97582585
112 02137727 0.9770521 0.5600717 0.636638
113 02143000 0.9786049 0.66423625 0.86290795
114 02143040 0.97569203 0.7315361 0.87824005
115 02149000 0.9814362 0.53160024 0.7101788
116 02152100 0.98318315 0.6613118 0.8866884
117 02177000 0.8231691 0.35010946 0.28678587
118 02178400 0.77401906 0.40009698 0.34419852
119 02202600 0.62908226 0.3635677 0.15830241
120 02212600 0.89555085 0.716777 0.8905988
121 02221525 0.7929228 0.56018364 0.6102037
122 02231000 0.68123454 0.19334196 0.093791865
123 02231342 0.6168469 0.56612164 0.27934775
124 02245500 0.73923695 0.5948886 0.24275701
125 02246000 0.7566313 0.7522269 0.18542567
126 02296500 0.41140667 0.45941564 0.15529554
127 02297155 0.7294947 0.41188103 0.5643836
128 02297310 0.3751232 0.58857983 0.22268802
129 02298123 0.3299446 0.56117487 0.2264428
130 02298608 0.48822945 0.8538108 0.2117771
131 02299950 0.9134061 0.9226799 0.35050657
132 02300700 0.9749933 0.97543657 0.2830572
133 02312200 0.6902756 0.07629073 0.047134664
134 02314500 0.58844787 0.086286835 0.09197176
135 02315500 0.60361636 0.0749449 0.08616501
136 02324400 0.7427075 0.046959016 0.053775858
137 02327100 0.5057974 0.74567753 0.1022175
138 02342933 0.8261772 0.78029484 0.96265936
139 02349900 0.66896033 0.6226555 0.5191841
140 02361000 0.48058262 0.5900162 0.41598043
141 02369800 0.5955211 0.555298 0.7565403
142 02371500 0.6600902 0.41642866 0.15807365
143 02372250 0.64459187 0.45542878 0.2407071
144 02374500 0.8563258 0.3799942 0.38884786
145 02381600 0.8864222 0.51709265 0.80786633
146 02395120 0.9077104 0.6884185 0.88800305
147 02422500 0.726291 0.53887504 0.6556621
148 02430085 0.96915185 0.5714995 0.7750994
149 02430615 0.9759311 0.5274093 0.78136003
150 02450250 0.8946083 0.8930561 0.5534612
151 02464000 0.7675738 0.8774787 0.68803763
152 02465493 0.8789129 0.41228694 0.68686026
153 02469800 0.68899804 0.7471337 0.4526684
154 02472000 0.68522066 0.6390267 0.45597556
155 02472500 0.7482197 0.5625351 0.40371665
156 02479155 0.88303256 0.78044176 0.7369234
157 02479300 0.6644667 0.51789355 0.2798418
158 02479560 0.59979385 0.48211792 0.17518449
159 02481000 0.9633239 0.8780068 0.25405833
160 02481510 0.7785845 0.64881504 0.28405333
161 03010655 0.8281585 0.8571132 0.86259633
162 03011800 0.78439796 0.8793962 0.78414375
163 03015500 0.77392524 0.9443943 0.7973381
164 03021350 0.89702976 0.99076825 0.9237849
165 03026500 0.8000775 0.9353932 0.8531593
166 03028000 0.74878925 0.915097 0.797669
167 03049000 0.8391429 0.9176916 0.8719336
168 03049800 0.8852734 0.9204048 0.9132377
169 03069500 0.92701524 0.9761889 0.8777025
170 03070500 0.8875684 0.9709672 0.8945488
171 03076600 0.82668173 0.94292325 0.9039
172 03078000 0.8390698 0.94325644 0.91289544
173 03140000 0.9074689 0.9138587 0.92112195
174 03144000 0.90482646 0.89763486 0.9205224
175 03164000 0.9249605 0.49439922 0.5246964
176 03165000 0.98042655 0.5640357 0.76017034
177 03170000 0.938058 0.49662822 0.70703703
178 03173000 0.7700158 0.8485513 0.85228235
179 03180500 0.9021063 0.9737433 0.90821356
180 03182500 0.8758155 0.9747046 0.9190741
181 03186500 0.920153 0.9904221 0.84431803
182 03213700 0.64833665 0.86721265 0.81644356
183 03237280 0.9740327 0.9271589 0.95703214
184 03237500 0.9696326 0.9643385 0.9759336
185 03238500 0.9919906 0.9865313 0.99326384
186 03241500 0.8102243 0.89660907 0.84083986
187 03280700 0.9243753 0.96282786 0.95836914
188 03281500 0.7432121 0.95829624 0.70748156
189 03285000 0.9423945 0.9811163 0.8426248
190 03291780 0.9926744 0.994242 0.9824942
191 03340800 0.7984301 0.9116333 0.7082512
192 03346000 0.7402819 0.9261085 0.47893193
193 03357350 0.9217746 0.9809337 0.81923586
194 03364500 0.935075 0.92508096 0.90709275
195 03366500 0.9781822 0.9653485 0.97802085
196 03368000 0.99807477 0.986324 0.9972869
197 03384450 0.993601 0.9662645 0.99098957
198 03439000 0.8080522 0.42478645 0.39302838
199 03455500 0.8863075 0.7114698 0.71800566
200 03456500 0.92687184 0.6174745 0.6962365
201 03460000 0.8154396 0.5165294 0.51869977
202 03463300 0.9794596 0.8222616 0.8840815
203 03471500 0.82855505 0.7316139 0.7161771
204 03473000 0.7795939 0.7124059 0.66591316
205 03479000 0.9480588 0.7547612 0.8864832
206 03488000 0.82552403 0.9226654 0.8449136
207 03498500 0.7409688 0.8112092 0.82045937
208 03500000 0.8290013 0.36257464 0.3364135
209 03500240 0.8650739 0.40742263 0.4168012
210 03504000 0.7219385 0.40750206 0.3087117
211 03574500 0.655117 0.9439843 0.36039943
212 03592718 0.9752084 0.6763661 0.8460425
213 03604000 0.6446735 0.6824743 0.63918865
214 04015330 0.5707582 0.9564727 0.903957
215 04024430 0.5463878 0.762878 0.7333457
216 04027000 0.54651105 0.65352494 0.68046427
217 04040500 0.50037944 0.6613771 0.66747695
218 04043050 0.45740658 0.8867589 0.89644444
219 04045500 0.5839682 0.41414905 0.53405464
220 04056500 0.54217404 0.47109702 0.5065312
221 04057510 0.58957875 0.42914724 0.57674617
222 04057800 0.49226302 0.6302703 0.6541741
223 04059500 0.55865806 0.46187872 0.63205504
224 04063700 0.59171003 0.26477638 0.5476199
225 04074950 0.8085757 0.12760514 0.30990922
226 04105700 0.9293197 0.16902173 0.1777291
227 04122200 0.9422931 0.17179693 0.14223646
228 04122500 0.94811106 0.16387698 0.13876545
229 04124000 0.9348627 0.13610625 0.19806813
230 04127918 0.71646565 0.52696335 0.728356
231 04127997 0.92820376 0.14880572 0.2082491
232 04161580 0.82978135 0.2648676 0.58541864
233 04185000 0.6570982 0.72775084 0.47706956
234 04196800 0.7313872 0.9482908 0.6545237
235 04197100 0.7858577 0.9376557 0.7252101
236 04213000 0.9377262 0.9852063 0.93459564
237 04216418 0.7858709 0.89094645 0.851873
238 04221000 0.8801086 0.8631829 0.9074308
239 04224775 0.9213507 0.8140292 0.94076353
240 04233000 0.85651714 0.761649 0.9302845
241 04256000 0.6484565 0.765821 0.76466465
242 04296000 0.601194 0.6892783 0.7420969
243 05056000 0.9733478 0.13849972 0.97998834
244 05057000 0.9702721 0.10848544 0.9746295
245 05057200 0.9816929 0.13936538 0.9919208
246 05120500 0.97114784 0.083292164 0.9926398
247 05123400 0.9248884 0.08534908 0.97894704
248 05129115 0.5085724 0.13708417 0.45155764
249 05131500 0.5086976 0.32734218 0.5436926
250 05291000 0.97957885 0.25255623 0.94184643
251 05362000 0.5923072 0.76636094 0.7216854
252 05393500 0.5943093 0.8746698 0.7770611
253 05399500 0.8960553 0.94761777 0.97739273
254 05408000 0.9339787 0.19847189 0.65697825
255 05412500 0.7454118 0.41575167 0.5504109
256 05413500 0.9576311 0.19358507 0.73181456
257 05414000 0.91886127 0.21739075 0.66684324
258 05444000 0.92061186 0.37943888 0.55452675
259 05454000 0.7789571 0.7951223 0.65990996
260 05458000 0.6585727 0.49080417 0.5339172
261 05466500 0.71080965 0.54347557 0.38823128
262 05487980 0.882352 0.96003544 0.873808
263 05489000 0.9230992 0.96494085 0.9105771
264 05495000 0.7120586 0.92898273 0.5473863
265 05495500 0.9533811 0.95838 0.93689173
266 05501000 0.94463104 0.95098454 0.9563798
267 05503800 0.97701025 0.9699368 0.97167027
268 05507600 0.99522483 0.98207444 0.99455714
269 05508805 0.9795218 0.96691203 0.9822757
270 05514500 0.77819043 0.9247026 0.9295105
271 05525500 0.64979607 0.8038906 0.52292705
272 05556500 0.8671398 0.6126744 0.5829665
273 05584500 0.58737636 0.6582773 0.36662212
274 05585000 0.59609866 0.5818298 0.37298793
275 05591550 0.6542031 0.7790424 0.56978333
276 05592050 0.8486367 0.9415871 0.7884729
277 05593575 0.9826115 0.9569141 0.99471176
278 05593900 0.9866702 0.96121603 0.9821118
279 05595730 0.9880385 0.97379094 0.9975756
280 06191500 0.16598353 0.060678646 0.826423
281 06224000 0.0822269 0.1873542 0.85984486
282 06278300 0.018522725 0.4648884 0.94946223
283 06280300 0.09788687 0.09573094 0.83874214
284 06289000 0.16726103 0.063045435 0.9412836
285 06311000 0.12633505 0.323803 0.9793956
286 06332515 0.984212 0.2684497 0.99617636
287 06339100 0.98446804 0.27553108 0.9957176
288 06339500 0.98063236 0.2332968 0.99575317
289 06344600 0.97923845 0.24807443 0.9950649
290 06350000 0.98004675 0.23835428 0.9962429
291 06352000 0.9833099 0.20676613 0.9958221
292 06353000 0.98351717 0.19263902 0.9960576
293 06354000 0.982018 0.20162928 0.9953609
294 06360500 0.9799529 0.19525445 0.9942545
295 06404000 0.6961765 0.44360322 0.97589636
296 06406000 0.8810719 0.22442347 0.9869108
297 06409000 0.93442875 0.09802124 0.98293835
298 06431500 0.91018146 0.041126877 0.84385675
299 06447000 0.95441693 0.17616369 0.9940216
300 06447500 0.9739503 0.13196404 0.9941625
301 06450500 0.9663373 0.1274244 0.9908443
302 06452000 0.94965065 0.17866893 0.9906979
303 06453600 0.8911999 0.14576362 0.96105367
304 06464500 0.9629806 0.10948563 0.9893811
305 06468170 0.9689837 0.15869291 0.9711926
306 06470800 0.9672126 0.21834435 0.972592
307 06477500 0.9524291 0.20335089 0.98929477
308 06479438 0.9796356 0.26264274 0.9571993
309 06601000 0.9188233 0.22758302 0.8723488
310 06614800 0.027186414 0.14460924 0.90245587
311 06622700 0.0681294 0.15795231 0.94684124
312 06623800 0.07149997 0.067469776 0.9198858
313 06632400 0.045121253 0.14118649 0.9678799
314 06746095 0.0045858095 0.39369133 0.90365154
315 06784000 0.9359615 0.1689068 0.9881346
316 06803510 0.98099387 0.604698 0.9942192
317 06803530 0.98139817 0.6610671 0.99426275
318 06814000 0.94742125 0.8993058 0.98556453
319 06847900 0.9774001 0.14835048 0.99762255
320 06853800 0.8650227 0.4065377 0.98972917
321 06876700 0.38087428 0.58006155 0.9457466
322 06878000 0.68110394 0.6746922 0.94238794
323 06879650 0.7035431 0.7998869 0.8970233
324 06885500 0.86976063 0.84022516 0.9494171
325 06888500 0.9294868 0.95362854 0.96415395
326 06889200 0.9883541 0.97564507 0.993385
327 06889500 0.978143 0.96556324 0.9882328
328 06892000 0.5974364 0.9304324 0.5543326
329 06903400 0.9013294 0.95307785 0.9016234
330 06910800 0.98061174 0.971428 0.9906465
331 06911900 0.9878516 0.9815075 0.99408025
332 06917000 0.8329587 0.956033 0.9084213
333 06918460 0.6503044 0.7239201 0.7244047
334 06919500 0.512731 0.79022664 0.63428235
335 06921070 0.8826997 0.9135878 0.9295662
336 06921200 0.9622804 0.9539976 0.9756835
337 07014500 0.67476714 0.58106154 0.58474904
338 07056000 0.7958084 0.8154031 0.87186
339 07057500 0.7071963 0.574543 0.32581112
340 07060710 0.959238 0.6922664 0.9870402
341 07066000 0.70251995 0.69475776 0.5665922
342 07067000 0.6630291 0.58217114 0.3295293
343 07068000 0.6640867 0.5358755 0.27556834
344 07071500 0.7809086 0.49569038 0.31409216
345 07083000 0.12346661 0.08668175 0.92966837
346 07142300 0.9584213 0.14286317 0.995999
347 07145700 0.96860105 0.95708793 0.9013252
348 07148400 0.64903605 0.32286167 0.977427
349 07149000 0.6238085 0.31669354 0.95552236
350 07151500 0.6994156 0.73694867 0.88607514
351 07167500 0.99020606 0.9847558 0.98552275
352 07180500 0.88862884 0.94060373 0.9186687
353 07184000 0.8984979 0.97903764 0.96541744
354 07195800 0.80560774 0.5488689 0.6646898
355 07196900 0.9557866 0.84651923 0.98880285
356 07197000 0.6524697 0.8434779 0.8740547
357 07208500 0.6752025 0.1980512 0.9336243
358 07226500 0.9772898 0.14537872 0.9978623
359 07261000 0.89407825 0.7313042 0.67391586
360 07291000 0.9690194 0.8158602 0.97791106
361 07292500 0.90373904 0.6804977 0.8501663
362 07299670 0.93195635 0.3085829 0.9947619
363 07301410 0.9671289 0.13331856 0.9955022
364 07301500 0.9500615 0.16673425 0.9934849
365 07315200 0.6865423 0.8600325 0.9924453
366 07315700 0.6919074 0.8002485 0.91831726
367 07335700 0.99289626 0.9531643 0.994041
368 07340300 0.9861936 0.8797129 0.9390163
369 07346045 0.69067895 0.32951698 0.12321465
370 07362100 0.5431412 0.75425035 0.29658988
371 07375000 0.40957612 0.7704169 0.692706
372 08013000 0.45549148 0.6436491 0.10421395
373 08014500 0.5622533 0.5771263 0.19349857
374 08023080 0.51105285 0.8935445 0.7620455
375 08029500 0.62812835 0.48502803 0.4480019
376 08066200 0.9345994 0.86867577 0.9612268
377 08066300 0.6679684 0.48321843 0.37835306
378 08070000 0.72445214 0.5307809 0.43606192
379 08079600 0.98062027 0.769005 0.9967783
380 08082700 0.97184944 0.6861826 0.99636793
381 08086212 0.9700953 0.4240105 0.99787164
382 08086290 0.961425 0.5711147 0.9982545
383 08101000 0.9625076 0.8041528 0.98020464
384 08103900 0.93756753 0.6897998 0.92072535
385 08104900 0.87162375 0.78814805 0.75538445
386 08109700 0.66405255 0.487487 0.4572675
387 08150800 0.9859698 0.27892554 0.99611074
388 08158700 0.9246176 0.4702579 0.67772955
389 08158810 0.97374076 0.72723067 0.84438825
390 08164000 0.84946054 0.7852064 0.51072156
391 08164300 0.8428676 0.8565205 0.6691656
392 08164600 0.96527916 0.9638543 0.1864518
393 08165300 0.9891327 0.31679633 0.9955735
394 08171300 0.93755305 0.4971628 0.810021
395 08175000 0.87629634 0.70882726 0.9466692
396 08176900 0.9651391 0.63703877 0.9801655
397 08189500 0.9541146 0.57271355 0.9885394
398 08190000 0.98533696 0.57529366 0.99600095
399 08190500 0.9865171 0.3415549 0.99879104
400 08194200 0.93256366 0.38559133 0.99345845
401 08195000 0.97717357 0.5990687 0.98722947
402 08196000 0.9819703 0.5975727 0.9933269
403 08198500 0.97780436 0.5105194 0.99707246
404 08200000 0.9721122 0.6846812 0.96321815
405 08202700 0.98717713 0.41728562 0.9975108
406 08267500 0.18198793 0.093929656 0.73102146
407 08269000 0.42723438 0.15618648 0.8602208
408 08271000 0.16612315 0.14927724 0.70338637
409 08324000 0.69710207 0.13973269 0.9198351
410 08377900 0.2429514 0.21703276 0.89036644
411 08378500 0.271388 0.12349629 0.9161973
412 08380500 0.4464461 0.4206934 0.9433055
413 09034900 0.032280184 0.14413919 0.92050356
414 09035800 0.17870261 0.062487874 0.9609284
415 09035900 0.1776865 0.05253024 0.9164708
416 09047700 0.3826432 0.04563627 0.9820181
417 09065500 0.022062305 0.18090865 0.8542138
418 09066000 0.062800124 0.12348481 0.9349246
419 09066200 0.024796246 0.194393 0.87787664
420 09066300 0.109459825 0.079185165 0.9803438
421 09081600 0.108654276 0.102994494 0.72559947
422 09210500 0.35190493 0.077235945 0.8879258
423 09223000 0.14690895 0.161501 0.95092386
424 09306242 0.92360586 0.07110792 0.9944259
425 09312600 0.6078481 0.13794705 0.78129303
426 09352900 0.21629329 0.4361734 0.7050993
427 09378630 0.41460434 0.2266496 0.7204529
428 09386900 0.95532274 0.4129212 0.9900988
429 09404450 0.65476394 0.101233326 0.89348716
430 09430500 0.9684029 0.46839008 0.994869
431 09430600 0.9532963 0.90590656 0.92039245
432 09480000 0.97864074 0.3384544 0.9981463
433 09492400 0.52981335 0.39207032 0.62861526
434 09494000 0.6415664 0.34090346 0.81458414
435 09497980 0.9887439 0.7372696 0.99531233
436 09505350 0.9821784 0.82443774 0.9902636
437 09505800 0.9815414 0.74372053 0.98934925
438 09508300 0.9927313 0.978937 0.99690527
439 09510200 0.9860281 0.818146 0.9960375
440 09512280 0.9903833 0.70833266 0.9986578
441 09513780 0.99251187 0.92894226 0.99864477
442 10172700 0.8603335 0.04640701 0.9749279
443 10172800 0.34062234 0.12818687 0.5932031
444 10205030 0.58231044 0.057560097 0.95623404
445 10234500 0.2952674 0.035666402 0.91085523
446 10242000 0.18186073 0.08272328 0.44739997
447 10244950 0.47944963 0.023534168 0.8350527
448 10249300 0.33838916 0.03784595 0.6837855
449 10258500 0.98068744 0.34929076 0.99560475
450 10259000 0.79144543 0.32703865 0.86851144
451 10259200 0.9810144 0.46116227 0.996152
452 10263500 0.4504725 0.21532938 0.5011098
453 10316500 0.024174027 0.18360984 0.7386413
454 10329500 0.6755307 0.11697771 0.70285136
455 10336645 0.017569155 0.2677341 0.8870554
456 10336660 0.0023441948 0.28730598 0.92022717
457 10343500 0.25383234 0.20807098 0.9593342
458 10396000 0.21356942 0.16726764 0.6980942
459 11098000 0.5168796 0.26249397 0.91321087
460 11124500 0.8775919 0.15604873 0.9200098
461 11141280 0.89913917 0.33679086 0.92009366
462 11143000 0.20548058 0.68798137 0.6360778
463 11148900 0.7750229 0.87116605 0.9919429
464 11151300 0.9816366 0.22062688 0.99596334
465 11162500 0.6410745 0.73128945 0.946249
466 11176400 0.9685033 0.7556006 0.9971546
467 11180500 0.9672851 0.7404653 0.99625164
468 11180960 0.95489407 0.84747 0.9966556
469 11224500 0.97931015 0.28831124 0.9954869
470 11230500 0.088025555 0.3468836 0.90480185
471 11237500 0.016747924 0.44343674 0.95704246
472 11253310 0.97560626 0.2761084 0.9940142
473 11264500 0.033994686 0.43470255 0.95725125
474 11266500 0.028782874 0.40963903 0.95356375
475 11274500 0.9836141 0.5655126 0.9977325
476 11274630 0.9759394 0.36469445 0.9940041
477 11284400 0.9256262 0.5025303 0.9968341
478 11381500 0.4482476 0.4118426 0.7415057
479 11383500 0.53877914 0.30286396 0.8135981
480 11451100 0.4221504 0.5179044 0.9188008
481 11468500 0.5834206 0.57682174 0.9193825
482 11473900 0.4285967 0.40967312 0.77572465
483 11475560 0.15707871 0.5004957 0.88926536
484 11476600 0.25286582 0.56327695 0.9291927
485 11478500 0.2822717 0.6647095 0.94044745
486 11480390 0.43722707 0.5198375 0.90568566
487 11481200 0.51900953 0.83667934 0.96465874
488 11482500 0.33960998 0.6213947 0.773157
489 11522500 0.15768903 0.5118846 0.5599408
490 11523200 0.03823105 0.69897497 0.49679536
491 11528700 0.48399422 0.35556802 0.7271355
492 11532500 0.14882824 0.87803483 0.9842174
493 12010000 0.10925409 0.8654567 0.9807505
494 12013500 0.3752671 0.55693126 0.77527106
495 12020000 0.26716775 0.7332938 0.9682009
496 12025700 0.33920985 0.593056 0.7926721
497 12035000 0.21238051 0.56559086 0.77368444
498 12040500 0.066880666 0.97669137 0.9948684
499 12041200 0.123814695 0.79958755 0.6326511
500 12048000 0.3477261 0.35105696 0.5464753
501 12054000 0.11723276 0.6692371 0.45799616
502 12056500 0.024033342 0.9389364 0.51585627
503 12073500 0.73744273 0.26028767 0.4911615
504 12082500 0.24682267 0.28859597 0.41101536
505 12092000 0.30684987 0.14237846 0.26593286
506 12114500 0.05378963 0.39394125 0.64511704
507 12115000 0.070663475 0.3916899 0.6608187
508 12115500 0.029512053 0.75991404 0.98337966
509 12117000 0.38487056 0.4343191 0.477192
510 12145500 0.4765976 0.72287494 0.9078388
511 12147500 0.18594055 0.74816644 0.8780005
512 12147600 0.22535257 0.99999344 0.99999595
513 12167000 0.17441444 0.77843827 0.9026562
514 12175500 0.025434699 0.11719489 0.11252598
515 12178100 0.024183495 0.7146389 0.2625239
516 12186000 0.020274548 0.8105813 0.29097083
517 12189500 0.12677641 0.4595992 0.30345145
518 12358500 0.031970084 0.25209624 0.7021898
519 12390700 0.1349882 0.08605126 0.8752156
520 12411000 0.10654518 0.49438745 0.88852584
521 12414500 0.04802126 0.25309524 0.80452526
522 12447390 0.041902058 0.21433516 0.9757464
523 12451000 0.01581848 0.3092401 0.4526042
524 12488500 0.045510497 0.14849009 0.82487535
525 13011500 0.038182344 0.22212094 0.9270016
526 13011900 0.11452372 0.085052 0.8225113
527 13018300 0.20058793 0.033243716 0.84486574
528 13023000 0.22931738 0.06586714 0.73038197
529 13083000 0.8051325 0.05195792 0.879738
530 13161500 0.6043325 0.15185648 0.60813403
531 13235000 0.18825161 0.14289205 0.7694023
532 13240000 0.010660056 0.57164973 0.9439873
533 13313000 0.1442123 0.090617195 0.96875095
534 13331500 0.04253787 0.14014317 0.74774235
535 13337000 0.027969168 0.22403301 0.7529209
536 13338500 0.18426706 0.17328268 0.7950339
537 13340000 0.077457815 0.15535332 0.74688303
538 13340600 0.050596498 0.28220892 0.71182674
539 14020000 0.33383176 0.55093265 0.6495208
540 14137000 0.31147614 0.4819519 0.5760244
541 14138800 0.059945896 0.90799236 0.9991222
542 14138870 0.24478072 0.42892054 0.91872823
543 14138900 0.090059675 0.7435337 0.9418475
544 14139800 0.15120305 0.62487906 0.9021512
545 14141500 0.28909186 0.51483893 0.7884209
546 14154500 0.4685466 0.74155957 0.78693444
547 14158500 0.3977728 0.41674295 0.41359213
548 14158790 0.07214621 0.7691035 0.8607275
549 14166500 0.478852 0.48159066 0.5889335
550 14182500 0.18260773 0.806532 0.9793281
551 14185000 0.26962525 0.72076255 0.8867616
552 14185900 0.15374328 0.8977349 0.9855775
553 14222500 0.34152535 0.5202075 0.7618765
554 14236200 0.27749506 0.69087756 0.86389965
555 14301000 0.44980603 0.505559 0.50532943
556 14305500 0.17128482 0.70683694 0.9306031
557 14306500 0.37405974 0.43803132 0.62124765
558 14309500 0.55323094 0.61599946 0.8162061
559 14316700 0.43285292 0.7931423 0.8815806
560 14325000 0.41805434 0.6277293 0.9043011
561 14400000 0.057194676 0.97369725 0.9924556
