 basin_id E0 E1 E2 E3 E4 E5 E6 E7 E8 E9 E10 E11 E12 E13 E14 E15 E16 E17 E18 E19 E20 E21 E22 E23 E24 E25 E26
10 01139000 0.6807117 0.59003586 0.35239908 0.29534516 0.10043674 0.11954272 0.3892656 0.6440712 0.48943076 0.27074483 0.61149573 0.43533674 0.3700793 0.11058132 0.18466231 0.45910144 0.11045651 0.35508943 0.34361687 0.66280085 0.24482717 0.50843143 0.45046753 0.6224713 0.5907248 0.2770878 0.085793056
11 01139800 0.64004165 0.5389343 0.32379958 0.29843587 0.07440852 0.10321106 0.3346388 0.6266077 0.42706203 0.26175472 0.5541606 0.36196655 0.32404026 0.120786935 0.12889285 0.4346894 0.11106605 0.31892592 0.3524193 0.67471397 0.24013558 0.6327766 0.41090658 0.55833393 0.65433615 0.30318913 0.051227275
12 01142500 0.6497331 0.50653857 0.26788202 0.24772486 0.08771213 0.11647507 0.36352643 0.69939625 0.47267583 0.19080873 0.71227664 0.39668608 0.3691809 0.09191244 0.09337646 0.45218194 0.07436044 0.33047417 0.35253343 0.74268395 0.20184755 0.58974487 0.37945166 0.6599277 0.60795516 0.18262887 0.04471306
13 01144000 0.6677408 0.5151415 0.2584621 0.24933234 0.092467 0.1326736 0.3852578 0.68582934 0.5389605 0.20395763 0.7164417 0.44217032 0.3507542 0.08623006 0.10883807 0.49782842 0.058666818 0.35992908 0.39575174 0.75322074 0.19661756 0.58200765 0.35841233 0.6540119 0.58485425 0.15494296 0.05863081
14 01162500 0.4510502 0.37558135 0.2293873 0.20620471 0.09331561 0.19128738 0.4172274 0.60290724 0.47776002 0.14843778 0.72944754 0.3226518 0.43683878 0.35369366 0.055682957 0.3104529 0.102246284 0.38211066 0.46738687 0.7435593 0.3265096 0.69459265 0.26817313 0.64795184 0.5676862 0.11141635 0.038280733
15 01169000 0.69562757 0.685601 0.17713763 0.22636522 0.14893125 0.09795703 0.6367528 0.44017792 0.57911515 0.17221928 0.8023584 0.5972705 0.19201761 0.05952282 0.044256862 0.33714807 0.03214163 0.37457502 0.3948308 0.55932945 0.08447264 0.65460575 0.3595229 0.3327459 0.60398805 0.06017472 0.026715083
16 01170100 0.62870497 0.6163405 0.19749883 0.22540288 0.12907241 0.11584629 0.48340264 0.59070843 0.5148303 0.17519927 0.79439485 0.504719 0.28416154 0.087542966 0.064162 0.3553228 0.051626764 0.39141402 0.43819267 0.6829481 0.167998 0.62763774 0.34034613 0.4706005 0.5884983 0.094966486 0.030171428
17 01181000 0.67547166 0.6201801 0.14689675 0.18628904 0.16646153 0.13251229 0.66622585 0.45652387 0.5980482 0.20735033 0.82691896 0.6027003 0.2790058 0.05341396 0.0440224 0.3437047 0.031234048 0.42228612 0.43499315 0.5996396 0.060352672 0.60796565 0.32015052 0.32533693 0.54734415 0.047735568 0.035130184
18 01187300 0.6991503 0.64163554 0.12706661 0.18664627 0.22269683 0.18028808 0.6922922 0.34822923 0.5546327 0.20457429 0.8333067 0.7009431 0.287333 0.042939503 0.070713215 0.36144948 0.03053148 0.47850996 0.42328316 0.6323389 0.03199222 0.5942051 0.25364345 0.2878411 0.48628056 0.040043235 0.05741416
19 01333000 0.37758473 0.48465407 0.16379331 0.22290306 0.19937536 0.20961346 0.36832553 0.5988097 0.39716005 0.2508913 0.7774782 0.47069064 0.41920498 0.091812834 0.046590146 0.4017909 0.06183004 0.40725446 0.52197856 0.6463745 0.16913356 0.5629779 0.30206728 0.44708484 0.63977325 0.120353445 0.046214994
20 01350000 0.498238 0.60427165 0.1676746 0.18536697 0.26937383 0.31092972 0.46427366 0.58456504 0.43557888 0.28110203 0.8476088 0.6050792 0.3639942 0.057056084 0.07206573 0.36911845 0.034239564 0.55051875 0.757832 0.6570243 0.028587958 0.6096313 0.19282575 0.3109191 0.6147235 0.045324203 0.108890206
21 01350140 0.6215376 0.57595235 0.19328754 0.22014455 0.25933135 0.40808153 0.2769558 0.59661615 0.45133764 0.2635193 0.8156887 0.50158143 0.49926746 0.095103785 0.09844459 0.4285002 0.07873311 0.5246006 0.65107405 0.71357346 0.037731744 0.57599306 0.20639807 0.35584584 0.58225816 0.11027372 0.16112517
22 01365000 0.4894393 0.5169403 0.13471912 0.18057686 0.22971466 0.1830103 0.42744386 0.63945633 0.37371236 0.31465966 0.8562051 0.6452497 0.30722064 0.025526024 0.027209975 0.41774037 0.013517732 0.43972078 0.56913656 0.64760745 0.0820651 0.58921486 0.2735109 0.3712915 0.6784013 0.049965676 0.026363932
23 01411300 0.48470965 0.10748691 0.3818649 0.32181922 0.020669736 0.20151271 0.352173 0.37985003 0.5133873 0.1532373 0.052681502 0.1398307 0.10767795 0.1487861 0.08751614 0.6554649 0.12670803 0.17388499 0.5902134 0.5193978 0.66805786 0.5137309 0.5641491 0.6052468 0.84431815 0.4749716 0.023430498
24 01413500 0.403534 0.36943588 0.15052873 0.19159998 0.25164747 0.33833462 0.22542734 0.66961557 0.39521325 0.20332871 0.82112116 0.36429185 0.40993643 0.10755812 0.062993996 0.3875754 0.037626743 0.5394927 0.82394946 0.7380182 0.0633661 0.65424013 0.16979901 0.4265901 0.675189 0.08107462 0.095840216
25 01414500 0.47854987 0.48818403 0.14427903 0.18113516 0.2266974 0.33053565 0.19318078 0.6960092 0.2939257 0.25723177 0.7987121 0.4756579 0.30592418 0.051725768 0.069959074 0.5117382 0.028219039 0.5105617 0.77709216 0.7577801 0.054716915 0.6303513 0.15672565 0.38739607 0.659742 0.079494864 0.08651323
26 01415000 0.3982114 0.34531644 0.15470973 0.20250258 0.34213746 0.3988854 0.314829 0.5772904 0.41896224 0.23722644 0.7889986 0.40303764 0.44837698 0.115394056 0.109435804 0.4706909 0.04444597 0.5599083 0.80048645 0.712811 0.1008027 0.57125896 0.16101149 0.47476396 0.56776 0.124914795 0.14477254
27 01423000 0.38062721 0.27149305 0.13813867 0.18481195 0.33064768 0.36901543 0.2839671 0.58867025 0.49340457 0.18606265 0.7889909 0.35254562 0.48269245 0.09484025 0.07423219 0.46923196 0.026864445 0.5559303 0.83646965 0.709896 0.065889314 0.56609887 0.14334072 0.48840773 0.57527274 0.09476643 0.12255111
28 01435000 0.59135616 0.62869996 0.17101233 0.19241597 0.1775117 0.10853532 0.5092472 0.55418974 0.33315575 0.32083562 0.83784807 0.6818906 0.1437684 0.006572168 0.041713666 0.5513775 0.0055542453 0.44033152 0.5805375 0.61785436 0.02973552 0.5839901 0.21131 0.28980362 0.7019089 0.04520604 0.029351845
29 01439500 0.1583822 0.122892 0.1345867 0.18292283 0.14252907 0.33644202 0.34111315 0.46271938 0.3312998 0.2455191 0.7003997 0.33413172 0.5401642 0.09577854 0.022930663 0.4664344 0.031024588 0.41028506 0.65162337 0.6533032 0.17173694 0.7161161 0.3091443 0.58045727 0.68941855 0.09886214 0.031229308
30 01440000 0.2841369 0.28647017 0.19845739 0.2016851 0.15362936 0.31675956 0.39611447 0.48301408 0.4412172 0.2639299 0.6010059 0.34037215 0.4941625 0.10294129 0.07483002 0.5193255 0.059212826 0.3958641 0.65532386 0.6780314 0.14014332 0.6233956 0.27199644 0.558335 0.65349174 0.13635494 0.069771804
31 01440400 0.21040827 0.22743215 0.14677165 0.19265315 0.24345957 0.29934585 0.47916448 0.43889946 0.4051954 0.3198811 0.7958756 0.51996505 0.50304544 0.055170033 0.042928457 0.49891257 0.020338627 0.5602407 0.6286145 0.62826943 0.10644441 0.64184827 0.2685529 0.5177989 0.62214863 0.07402271 0.06003775
32 01451800 0.1702122 0.23188482 0.37857977 0.3482154 0.30446625 0.46560335 0.6941791 0.29168883 0.4669225 0.28625298 0.5229254 0.49877635 0.39245403 0.0844979 0.15769349 0.64552116 0.041599028 0.63533026 0.47154891 0.47702953 0.13646287 0.40161696 0.21494485 0.504417 0.51825863 0.2680032 0.15735121
33 01466500 0.77505994 0.070957385 0.5699408 0.30686674 0.007697198 0.11727194 0.12530857 0.27350676 0.35006088 0.17140645 0.008554423 0.0624202 0.033487264 0.23175439 0.07849366 0.6300961 0.83388907 0.07998964 0.75257266 0.54638475 0.12703842 0.66138905 0.6609801 0.32070905 0.93509936 0.7523874 0.033025563
34 01484100 0.59757257 0.4370386 0.4202986 0.16369635 0.01975009 0.12248343 0.453397 0.3397893 0.61678517 0.22539772 0.075458944 0.25011027 0.21407133 0.04381713 0.13754684 0.78115714 0.074465595 0.15508606 0.77478373 0.5599466 0.120093174 0.47939658 0.62666285 0.7476826 0.7835831 0.17290074 0.020144086
35 01485500 0.36417368 0.30538768 0.5162271 0.29449025 0.1719532 0.4658278 0.6858788 0.24637681 0.66892934 0.13669254 0.24234068 0.3352359 0.32043976 0.656446 0.2473248 0.7467182 0.1077467 0.39656982 0.6922015 0.46089476 0.37199277 0.43386784 0.24497946 0.7792706 0.5471215 0.15884283 0.199802
36 01486000 0.5666355 0.3419405 0.44305283 0.33608803 0.12443956 0.38755423 0.5968856 0.40755996 0.71011966 0.22620334 0.28084108 0.43348897 0.3444587 0.16393936 0.24739864 0.705393 0.08500554 0.34705287 0.64167637 0.51989585 0.1465658 0.4887385 0.30354634 0.60408944 0.53728265 0.3099228 0.15759997
37 01487000 0.5361483 0.2188977 0.4309241 0.22388397 0.016192645 0.14322487 0.28532067 0.35293776 0.49029294 0.17885834 0.048564468 0.16447072 0.16668668 0.11338727 0.10655061 0.7041393 0.21483096 0.12423763 0.7979695 0.5131627 0.1821367 0.62088656 0.60715526 0.6556775 0.84679914 0.3185651 0.021903338
38 01491000 0.54186153 0.3679753 0.43241316 0.28025323 0.07746676 0.25838092 0.547038 0.3528507 0.6785007 0.22062926 0.22211292 0.32642084 0.33546108 0.14698029 0.26538458 0.76643294 0.087173894 0.25850442 0.73722595 0.55667275 0.14633165 0.4906524 0.47139654 0.73394513 0.6110803 0.21161845 0.11653311
39 01510000 0.44092515 0.37288642 0.17754208 0.26629555 0.3867404 0.37765864 0.434725 0.44301617 0.51552516 0.20348482 0.7671255 0.49591228 0.50143576 0.12317603 0.10654936 0.52825624 0.058972627 0.5096171 0.6544859 0.6503039 0.09565775 0.58053905 0.20867215 0.5127347 0.45919397 0.093960114 0.13997918
40 01516500 0.4519687 0.6507013 0.28146118 0.30616498 0.61918813 0.5414659 0.38660422 0.20965287 0.51399064 0.51290536 0.71887445 0.6053353 0.36540523 0.13195321 0.2675551 0.42005023 0.13624014 0.52818125 0.641169 0.530209 0.03397314 0.42673218 0.2777286 0.2544424 0.6125904 0.15608664 0.41060433
41 01532000 0.32787547 0.5423993 0.25840682 0.29893667 0.5626354 0.51817894 0.594763 0.24848078 0.52928203 0.4745044 0.7247331 0.5294812 0.35224685 0.15701716 0.29387218 0.5631516 0.09127352 0.5812617 0.736901 0.5696798 0.059819486 0.46315956 0.23266846 0.33194044 0.5630197 0.13783725 0.38001817
42 01539000 0.32480314 0.23836051 0.2254195 0.31683666 0.41431093 0.29303008 0.6334985 0.318004 0.6112796 0.3476093 0.6818163 0.54144937 0.51218927 0.13728417 0.12467244 0.5645701 0.060934797 0.54873323 0.6212666 0.5299244 0.15586106 0.42843053 0.3120355 0.54106784 0.52052057 0.13215742 0.13812439
43 01542810 0.5342174 0.27487686 0.29079723 0.33101517 0.57223576 0.5454145 0.5570925 0.26274782 0.4839877 0.24089628 0.72778267 0.5725426 0.3706155 0.18774445 0.15179014 0.4915793 0.045085516 0.52004486 0.7251806 0.4649353 0.0962359 0.48111233 0.14620128 0.5415272 0.43053666 0.09051148 0.26076657
44 01543000 0.39613238 0.22168508 0.23037915 0.28229105 0.5556168 0.54412377 0.5429763 0.30846155 0.5523259 0.25760654 0.71546376 0.48898283 0.44199485 0.21396248 0.10855078 0.4296006 0.064180195 0.5159141 0.7119157 0.45997366 0.13370943 0.5284293 0.20801131 0.5496454 0.48165748 0.09102539 0.18748866
45 01543500 0.34849757 0.19911835 0.22379285 0.27442217 0.5122904 0.5486964 0.52364683 0.31140897 0.5325743 0.2533722 0.683217 0.47526366 0.47717258 0.22797376 0.103351094 0.41386646 0.08468808 0.49953172 0.6891046 0.4623518 0.13885556 0.5476798 0.24154818 0.53878206 0.49801946 0.10800957 0.16756615
46 01544500 0.3182918 0.16448244 0.17514442 0.2511702 0.46925554 0.54162574 0.4460653 0.35751754 0.5089819 0.21475236 0.713121 0.46498245 0.51652014 0.19691618 0.08511202 0.3687357 0.08192353 0.5352521 0.7272973 0.54590815 0.10399186 0.62184036 0.23957445 0.4840366 0.539043 0.117399864 0.17589352
47 01545600 0.30245736 0.16485922 0.21110623 0.27869892 0.39443943 0.4921489 0.4236242 0.38957578 0.52629215 0.24813363 0.64969677 0.37723175 0.488329 0.23121198 0.084153555 0.3468179 0.11737473 0.47394454 0.6788442 0.55408627 0.17058536 0.6343061 0.3066739 0.51565284 0.59468704 0.16566102 0.17882478
48 01547700 0.2894965 0.33283675 0.40218225 0.32284585 0.49971697 0.5910152 0.6388034 0.30672765 0.57357985 0.35799676 0.6230396 0.55562145 0.3333429 0.16467911 0.15610139 0.42365944 0.092761226 0.5176006 0.6701476 0.42772204 0.11748848 0.45053762 0.33600816 0.48513776 0.5550719 0.13820161 0.20509823
49 01548500 0.3135071 0.22243299 0.20572767 0.25846374 0.45324016 0.5222414 0.40659824 0.3940213 0.52716655 0.26468292 0.70987874 0.41919667 0.5408611 0.23076534 0.10239083 0.33374903 0.12847848 0.51090044 0.67787427 0.566007 0.13665573 0.59521633 0.2846779 0.45825434 0.5651142 0.16599771 0.20463443
50 01549500 0.34497258 0.31447098 0.24508204 0.32529292 0.5090784 0.52152765 0.5042423 0.34124646 0.52477175 0.30666703 0.75059557 0.49926782 0.47971076 0.20870255 0.1567155 0.4234503 0.12941484 0.56154627 0.5892679 0.56518584 0.12004458 0.53500813 0.32434312 0.34557495 0.5728386 0.17968954 0.22090542
51 01550000 0.3317647 0.3030337 0.25223985 0.3267695 0.5050477 0.48233753 0.4872597 0.38072062 0.5172778 0.32175198 0.7413643 0.5039153 0.48165005 0.1956192 0.17394768 0.4687102 0.12697275 0.56289095 0.6022961 0.5886391 0.13856886 0.5605333 0.3317786 0.37558457 0.56787235 0.18794101 0.23650363
52 01552000 0.29081437 0.32240605 0.21302436 0.31412566 0.4721905 0.41241822 0.5378435 0.31285685 0.47425184 0.3473577 0.72947264 0.51381654 0.49859515 0.17496976 0.18213296 0.5226119 0.11888458 0.5410216 0.6189738 0.5675388 0.14427099 0.5041751 0.2768678 0.41866133 0.51930344 0.1920329 0.19171429
53 01552500 0.35970807 0.39409387 0.20637867 0.3102177 0.49480966 0.35002378 0.571014 0.2667632 0.4334937 0.39590117 0.7627316 0.65281487 0.41064143 0.065442376 0.20747308 0.6003431 0.0538061 0.57007045 0.6151385 0.56469905 0.07539884 0.4296923 0.20662183 0.33801514 0.4605559 0.14230359 0.15715212
54 01557500 0.35404462 0.25778595 0.273001 0.31651634 0.4365011 0.49647763 0.49459848 0.4235593 0.48365209 0.29778084 0.6199921 0.47702572 0.46521324 0.17663299 0.15011363 0.39622554 0.12744269 0.46230268 0.5927237 0.5152335 0.18330222 0.54058 0.34532633 0.4845514 0.5553853 0.18794687 0.20120268
55 01567500 0.27819523 0.47170663 0.4733419 0.35020378 0.26953155 0.35994244 0.60072726 0.33398926 0.6367302 0.37753433 0.33357844 0.49434644 0.23363644 0.081107914 0.3902491 0.60298425 0.079462595 0.47780803 0.7431255 0.44869384 0.12509863 0.4166486 0.36213282 0.30229387 0.7211801 0.41208518 0.16259883
56 01568000 0.26126438 0.45419598 0.4353673 0.335118 0.28874293 0.43433243 0.6334384 0.38837013 0.56115395 0.34777924 0.529024 0.5472368 0.4263277 0.120539 0.3079964 0.51166373 0.114685506 0.50621396 0.6366924 0.5483311 0.15960352 0.4435997 0.32884967 0.44698665 0.5522457 0.29301602 0.19804053
57 01580000 0.63583463 0.43282145 0.6562861 0.24832155 0.01724635 0.1415984 0.36702374 0.365668 0.5564224 0.37297145 0.0175038 0.23651072 0.07789613 0.026223503 0.44522902 0.81705755 0.0633174 0.15780713 0.8336647 0.5748746 0.08172517 0.49768642 0.28356647 0.30135036 0.8212701 0.7069391 0.06708051
58 01583500 0.66878724 0.45462152 0.65306354 0.24073778 0.014404306 0.13015276 0.36008087 0.32282987 0.57440597 0.35604113 0.014468359 0.19839536 0.070915915 0.035017185 0.46915045 0.80890846 0.08323416 0.15818903 0.84832966 0.57534975 0.093455836 0.4893826 0.30127195 0.30769825 0.8243658 0.7013892 0.06271304
59 01591400 0.50848573 0.553979 0.69855493 0.27693582 0.040032823 0.16212246 0.6618589 0.21774712 0.68505466 0.34244463 0.037190977 0.3561948 0.08844975 0.032237202 0.6597314 0.84241056 0.04886449 0.30610588 0.86557025 0.5401673 0.057400424 0.32828075 0.2337281 0.29268596 0.7505394 0.55075413 0.095545426
60 01596500 0.45013776 0.4599443 0.22949947 0.32090712 0.54802775 0.42439696 0.55955756 0.31606582 0.5051418 0.24534136 0.75845885 0.48514736 0.50732553 0.20209275 0.20644088 0.44608903 0.17544739 0.41907158 0.6157808 0.5470923 0.1094622 0.4584272 0.23422381 0.5633999 0.3817348 0.11763745 0.2074479
61 01605500 0.30693954 0.21485513 0.23345032 0.4136209 0.57363516 0.22158249 0.5693238 0.29249766 0.64426106 0.18690516 0.3497125 0.19923301 0.2897852 0.21484905 0.22114326 0.26165238 0.13619515 0.546961 0.8016063 0.38220316 0.07939632 0.5751921 0.21975124 0.42123947 0.6847037 0.25687337 0.30307487
62 01606500 0.43300745 0.20551747 0.30832186 0.42791942 0.41878843 0.30881736 0.5588427 0.39091495 0.6566981 0.20563528 0.42917928 0.26590574 0.3618176 0.31105408 0.2745822 0.40608925 0.13677512 0.4718007 0.72912514 0.45516607 0.15021074 0.535144 0.24981542 0.6215673 0.5875991 0.2662366 0.3369725
63 01620500 0.34732857 0.099123746 0.26585823 0.5106532 0.71669567 0.22688472 0.8157995 0.17844017 0.44986373 0.15444838 0.34528667 0.3217109 0.57796484 0.2535005 0.061921284 0.2816104 0.03459043 0.81018716 0.8474715 0.24316652 0.016722798 0.72235674 0.13543569 0.8080765 0.50112677 0.02072542 0.14276007
64 01632000 0.37249264 0.34112313 0.32665074 0.4116153 0.5056872 0.31273225 0.7051068 0.26374778 0.44628298 0.2890281 0.545424 0.38903594 0.4397661 0.27642334 0.24572416 0.32302848 0.13525285 0.64448464 0.58431596 0.44627577 0.09868415 0.47637677 0.16912787 0.5118262 0.4840175 0.13982628 0.2828768
65 01632900 0.3177444 0.342362 0.41965693 0.4332844 0.35232043 0.26927137 0.5482575 0.3316244 0.46116063 0.29739925 0.2624723 0.29945993 0.24692106 0.20442133 0.29388678 0.41185248 0.22830674 0.5091115 0.6077292 0.445933 0.13949966 0.5245325 0.26977068 0.25656408 0.67444295 0.44340786 0.20714505
66 01634500 0.42610985 0.4947238 0.32545722 0.42103082 0.5713894 0.31992444 0.62099266 0.31100923 0.40375137 0.3909763 0.6228663 0.54469866 0.46973687 0.14522684 0.25549045 0.31366554 0.16897403 0.59195787 0.46429077 0.51581717 0.09723931 0.5056987 0.27834162 0.38960302 0.49809623 0.20236698 0.19541638
67 01638480 0.3066147 0.59067863 0.60772955 0.339225 0.48213848 0.35607812 0.68399817 0.2114763 0.62016267 0.3953042 0.35376808 0.60359323 0.315792 0.07815722 0.44562742 0.6575154 0.107747465 0.42247888 0.70844305 0.4999771 0.056438096 0.41498893 0.26062426 0.50549155 0.5297419 0.23766892 0.20718671
68 01639500 0.4428722 0.5745394 0.60764146 0.27821475 0.123546 0.2422603 0.5791695 0.32469568 0.6240588 0.3737584 0.16326427 0.49631807 0.23022775 0.038159974 0.5448177 0.7640399 0.072028756 0.32733274 0.7624249 0.5953652 0.08454465 0.31325686 0.29626757 0.38110876 0.66517067 0.4578175 0.13722111
69 01644000 0.3642903 0.45066398 0.54640317 0.36163685 0.27486828 0.3887478 0.5892827 0.3499878 0.54094505 0.27526218 0.3569212 0.4843702 0.39474213 0.15673926 0.36527026 0.55005354 0.16646688 0.4002719 0.55522674 0.52933985 0.13161565 0.48150125 0.3003307 0.50046885 0.5238934 0.31744763 0.2154866
70 01658500 0.5438604 0.6914185 0.5924264 0.25087276 0.28583786 0.27911597 0.76495636 0.14155674 0.6357589 0.34555042 0.2888136 0.5108179 0.28007272 0.11336913 0.5108312 0.7298379 0.16232292 0.40346217 0.70575273 0.5367694 0.053231012 0.33788246 0.20804153 0.38262546 0.45134783 0.22217761 0.21572007
71 01664000 0.36138988 0.3152165 0.52533036 0.33353534 0.13278203 0.28716016 0.5869682 0.39526194 0.46755165 0.16219355 0.27347338 0.35747948 0.35181507 0.12343472 0.23690866 0.44788885 0.12367497 0.43756709 0.41468045 0.50905675 0.1471269 0.5365522 0.23960023 0.46203992 0.5752353 0.319629 0.12619822
72 01666500 0.3592676 0.32007542 0.51372397 0.4169334 0.22197685 0.19479543 0.6830181 0.36212587 0.38302207 0.23944925 0.15746935 0.523394 0.3008033 0.07964734 0.23200837 0.3094838 0.09890002 0.6028686 0.19641918 0.36693808 0.1347351 0.43191642 0.294056 0.24924412 0.71240205 0.3527793 0.09516925
73 01667500 0.40206355 0.2598685 0.5274074 0.4291469 0.15723594 0.23526566 0.6708088 0.39814672 0.41251796 0.22292903 0.17257015 0.43520257 0.30867204 0.1090892 0.26402047 0.32598618 0.1105265 0.5498966 0.1892912 0.41452688 0.20034213 0.43591505 0.31849107 0.3576228 0.682369 0.36171633 0.14255367
74 01669000 0.5470075 0.14314088 0.6174712 0.315746 0.022203853 0.22050522 0.27969947 0.42822668 0.49911192 0.118861504 0.052317604 0.13251403 0.122184984 0.1205758 0.13824587 0.60912704 0.09882693 0.16224079 0.6142714 0.5914937 0.27657303 0.679661 0.47438344 0.55548257 0.7567935 0.53150916 0.06860684
75 02011400 0.42999637 0.28394786 0.2986143 0.38088635 0.4525343 0.27433923 0.48042485 0.41657197 0.55627674 0.27241808 0.33232766 0.2372193 0.38732225 0.26486987 0.29329756 0.3192982 0.27879533 0.4209501 0.68612194 0.4804877 0.12955897 0.53040767 0.28428495 0.44265196 0.6500495 0.31810567 0.28768128
76 02011460 0.48941967 0.32287776 0.24650174 0.38532716 0.65662074 0.26793098 0.6727195 0.36504427 0.5221768 0.36164033 0.4806963 0.4129146 0.5020503 0.17541292 0.27295676 0.4453882 0.1061447 0.49236327 0.7408004 0.47144756 0.06604632 0.4801091 0.21697842 0.6009321 0.48453954 0.15635902 0.30571404
77 02013000 0.48647842 0.3594625 0.26761708 0.3675262 0.64162326 0.28225327 0.67169464 0.31043723 0.46621823 0.41781563 0.46545094 0.4377234 0.46044582 0.2049027 0.38612077 0.3709943 0.14422037 0.5574899 0.7248723 0.5837733 0.09272881 0.52679473 0.27380764 0.6137523 0.4894602 0.13760617 0.25137064
78 02014000 0.4093718 0.29058245 0.2226484 0.40720496 0.5801447 0.2331163 0.5997607 0.3355876 0.4874454 0.3615434 0.38588357 0.37935957 0.45146844 0.19497338 0.31226775 0.31170392 0.1389419 0.5947712 0.6834756 0.5594984 0.14682418 0.5804269 0.31162906 0.5200676 0.5881093 0.19592667 0.18239687
79 02015700 0.4226726 0.274346 0.22374745 0.39261955 0.58642256 0.20819138 0.6318175 0.40537655 0.5333482 0.34311014 0.3638994 0.3741324 0.4954979 0.11199288 0.25891066 0.40909734 0.10381524 0.5943476 0.6697598 0.49603215 0.09757835 0.4905215 0.24627407 0.4251755 0.5970485 0.23769736 0.18059258
80 02016000 0.48771906 0.26471853 0.29482365 0.4009752 0.46610534 0.25915858 0.67699134 0.37010986 0.5059559 0.3296589 0.37728053 0.38048294 0.51234955 0.28331125 0.34614894 0.36994696 0.16067907 0.6100596 0.5624867 0.50817966 0.2020046 0.44669735 0.26121938 0.552876 0.5344035 0.25906283 0.23088454
81 02017500 0.35285524 0.27173135 0.20844398 0.39051816 0.62602097 0.25637725 0.61615574 0.35396385 0.4145143 0.39599165 0.47532877 0.40617946 0.49744117 0.18054745 0.20834243 0.3374376 0.10351037 0.5943042 0.652629 0.57283324 0.12130004 0.6304744 0.32594416 0.5627997 0.5693272 0.12763365 0.15558206
