 basin_huc basin__id basin_name encoded_feature-0 encoded_feature-1 encoded_feature-2 encoded_feature-3 encoded_feature-4 encoded_feature-5 encoded_feature-6 encoded_feature-7 encoded_feature-8 encoded_feature-9 encoded_feature-10 encoded_feature-11 encoded_feature-12 encoded_feature-13 encoded_feature-14 encoded_feature-15 encoded_feature-16 encoded_feature-17 encoded_feature-18 encoded_feature-19 encoded_feature-20 encoded_feature-21 encoded_feature-22 encoded_feature-23 encoded_feature-24 encoded_feature-25 encoded_feature-26
22 02 01365000 "               RONDOUT CREEK NEAR LOWES CORNERS NY" 0.7823313 0.01170542 0.12410552 0.051833294 0.048682887 0.029190965 0.03283835 0.61191016 0.7886327 0.9670652 0.010769967 0.13188767 0.008539775 0.99692184 0.47310844 0.97643584 0.96485096 0.9783935 0.9210495 0.9716024 0.96399564 0.07564302 0.9805211 0.061421316 0.3479247 0.5999186 0.0125746075
23 02 01411300 "                TUCKAHOE RIVER AT HEAD OF RIVER NJ" 0.1625521 0.61604387 0.60666984 0.60071653 0.64597195 0.47368538 0.43307495 0.17972293 0.5349134 0.54102594 0.6229018 0.2730592 0.35940236 0.8145451 0.1919153 0.7418181 0.6943329 0.75697386 0.39925903 0.5683945 0.4401502 0.5209341 0.5104129 0.19696727 0.33273962 0.17382567 0.33852792
24 02 01413500 "            EAST BR DELAWARE R AT MARGARETVILLE NY" 0.8168835 0.027277905 0.10612612 0.046274956 0.053237367 0.016450707 0.025914507 0.57175386 0.6787197 0.9857626 0.005462126 0.045420945 0.036567494 0.99705625 0.54527444 0.9926651 0.9620227 0.9909106 0.94778305 0.9801569 0.97434175 0.15691608 0.9800423 0.06534758 0.7114966 0.5194467 0.031723723
25 02 01414500 "                       MILL BROOK NEAR DUNRAVEN NY" 0.8182174 0.02538967 0.09049811 0.03891145 0.043060552 0.01426618 0.023666972 0.6186049 0.7494781 0.9820993 0.0068153157 0.06597659 0.032952227 0.9966511 0.5062542 0.99216 0.95860296 0.99163294 0.9501107 0.98284113 0.98101497 0.14224517 0.98113704 0.06017445 0.7595101 0.5791543 0.024631558
26 02 01415000 "                        TREMPER KILL NEAR ANDES NY" 0.8171552 0.038894 0.09149182 0.06738132 0.060464725 0.020372352 0.040685583 0.55505997 0.6075563 0.9825402 0.0028731043 0.053370968 0.04273343 0.99406767 0.6120188 0.9907742 0.9485139 0.988836 0.9313076 0.97702456 0.9705209 0.20128262 0.96870327 0.076908804 0.68100834 0.619345 0.05111275
27 02 01423000 "           WEST BRANCH DELAWARE RIVER AT WALTON NY" 0.8161323 0.036118507 0.10803739 0.074199095 0.063943654 0.025138507 0.032605156 0.5674147 0.6183319 0.98159593 0.0055733095 0.05263581 0.03991617 0.9954543 0.6203088 0.990253 0.94019806 0.9879973 0.9255784 0.9796204 0.96883214 0.23605508 0.9679235 0.06436594 0.68740773 0.5992875 0.057522327
28 02 01435000 "                NEVERSINK RIVER NEAR CLARYVILLE NY" 0.7419304 0.021850916 0.102622636 0.015028647 0.018918427 0.015594163 0.010387035 0.75845844 0.84904283 0.9665012 0.008431009 0.27785903 0.003939312 0.9968713 0.4094362 0.984023 0.9742242 0.98978174 0.9640849 0.9880884 0.9792829 0.07425539 0.9921854 0.05108498 0.5024192 0.76885855 0.002718988
29 02 01439500 "                       Bush Kill at Shoemakers, PA" 0.59669983 0.011921968 0.08553062 0.12502183 0.11308629 0.04129172 0.08278079 0.3239741 0.62953115 0.9775679 0.024600396 0.028013272 0.026383989 0.9970163 0.6794478 0.97612846 0.95997256 0.9728558 0.8008983 0.9579326 0.94204324 0.106641166 0.9651811 0.048766684 0.22016534 0.2420746 0.036211137
30 02 01440000 "                 FLAT BROOK NEAR FLATBROOKVILLE NJ" 0.5363864 0.04421364 0.17723721 0.115455315 0.13086174 0.063455775 0.069998875 0.4761961 0.6242483 0.9418937 0.03415001 0.07998173 0.050325096 0.9914752 0.60254204 0.96537393 0.9397675 0.9539844 0.80707055 0.95434165 0.9277933 0.17120245 0.94676 0.11720223 0.3627256 0.41363463 0.06364412
31 02 01440400 "                 Brodhead Creek near Analomink, PA" 0.656846 0.010181348 0.05651169 0.072429165 0.067386515 0.029348655 0.041027516 0.43912387 0.69791085 0.982336 0.012445989 0.04647509 0.0152401095 0.9976084 0.65592355 0.9813223 0.9711405 0.98436755 0.88289165 0.9751958 0.9619595 0.099010475 0.9811276 0.052372 0.25561962 0.5264477 0.017055083
32 02 01451800 "               Jordan Creek near Schnecksville, PA" 0.28631827 0.04398331 0.10177439 0.21226123 0.14256641 0.104289316 0.10977586 0.38881564 0.57357705 0.95118433 0.012765856 0.04730674 0.020377357 0.9874779 0.5659895 0.96746486 0.95144457 0.9645385 0.8606079 0.9244342 0.89971054 0.2732977 0.952874 0.050582 0.2738705 0.86923033 0.04167556
33 02 01466500 "       MCDONALDS BRANCH IN LEBANON STATE FOREST NJ" 0.03167469 0.8070248 0.5156797 0.08000803 0.70110774 0.1371956 0.05989274 0.18273357 0.18604471 0.7043961 0.83960545 0.20835389 0.70248467 0.96706724 0.14690311 0.9747995 0.9617146 0.98141897 0.901753 0.8850921 0.835896 0.40651077 0.7651075 0.09869265 0.6603124 0.14585352 0.073388085
34 02 01484100 "                   BEAVERDAM BRANCH AT HOUSTON, DE" 0.21206857 0.3577862 0.41835505 0.25318426 0.25688493 0.21539284 0.08893285 0.36275086 0.5766752 0.6473645 0.3937438 0.32006958 0.18937194 0.9666899 0.25888792 0.882931 0.8404842 0.89548224 0.68218243 0.90701234 0.76113766 0.5515691 0.8252054 0.21253665 0.41122594 0.2828747 0.15333246
35 02 01485500 "               NASSAWANGO CREEK NEAR SNOW HILL, MD" 0.220678 0.20841873 0.7185496 0.8723555 0.7979959 0.31693903 0.60447824 0.32356378 0.61545247 0.8790909 0.043978 0.068441845 0.11379146 0.9223 0.3122258 0.8984391 0.81875575 0.82362545 0.5303767 0.32782906 0.521375 0.7863931 0.49242398 0.2066395 0.3619981 0.46760857 0.62438226
36 02 01486000 "             MANOKIN BRANCH NEAR PRINCESS ANNE, MD" 0.2724286 0.27601066 0.3367794 0.5296912 0.37795967 0.1378577 0.14740746 0.375239 0.6125849 0.85030574 0.04691401 0.20938888 0.17919777 0.956779 0.25437322 0.93100476 0.8750554 0.9114677 0.7556535 0.8092893 0.81388164 0.6581407 0.7955021 0.23243703 0.533045 0.6699344 0.23455408
37 02 01487000 "              NANTICOKE RIVER NEAR BRIDGEVILLE, DE" 0.16580541 0.40867767 0.45412657 0.28567153 0.3590686 0.23529929 0.11746371 0.24686404 0.4768412 0.66848356 0.5126045 0.22318566 0.29074687 0.97174746 0.24152882 0.8930657 0.8591257 0.9093168 0.64850247 0.8747584 0.7348402 0.494882 0.777372 0.14726786 0.3907448 0.16958185 0.15157942
38 02 01491000 "                CHOPTANK RIVER NEAR GREENSBORO, MD" 0.30680692 0.2389722 0.40038994 0.3817002 0.32004565 0.1693002 0.117504306 0.46687058 0.49006355 0.78316545 0.1688167 0.20128521 0.1386071 0.973847 0.38549227 0.9098242 0.87190884 0.9179898 0.7628915 0.8772595 0.84617335 0.50527793 0.8186945 0.19255683 0.4686257 0.4253899 0.1975534
39 02 01510000 "                   OTSELIC RIVER AT CINCINNATUS NY" 0.84045666 0.019185046 0.063518636 0.053063486 0.0443504 0.013600069 0.022344777 0.59219617 0.55430233 0.9867597 0.0020854233 0.08105114 0.022055965 0.99784553 0.7210591 0.9918542 0.9646949 0.9904653 0.9522834 0.98610824 0.97823226 0.20883907 0.9788842 0.09641922 0.47292584 0.77574265 0.032202117
40 02 01516500 "                   Corey Creek near Mainesburg, PA" 0.6952366 0.18618134 0.055985138 0.036546383 0.03955677 0.010390805 0.0024670605 0.7469008 0.64277923 0.99212086 0.0024423804 0.18817002 0.10078842 0.99748373 0.41253635 0.9985453 0.98527664 0.9985984 0.984271 0.99374557 0.9926354 0.3747859 0.99257785 0.06330514 0.9039266 0.9509044 0.021538815
41 02 01532000 "                  Towanda Creek near Monroeton, PA" 0.69584686 0.0716152 0.046814922 0.035302944 0.045259964 0.01376863 0.0045434367 0.7656641 0.7049557 0.9938346 0.00261372 0.0910639 0.030694183 0.99820185 0.6989674 0.9975931 0.9876881 0.99832827 0.97570944 0.9943861 0.9866556 0.3034827 0.99224854 0.07049858 0.8228335 0.94760525 0.023131227
42 02 01539000 "                 Fishing Creek near Bloomsburg, PA" 0.6380871 0.020787304 0.063788705 0.08060607 0.08344522 0.030417694 0.034115773 0.5195106 0.60699767 0.9855086 0.008355162 0.04271982 0.018934116 0.9979601 0.75045085 0.98836935 0.9716061 0.98821557 0.9159105 0.97597617 0.951263 0.14879522 0.9790211 0.06848336 0.349603 0.78198326 0.027187664
43 02 01542810 "                       Waldy Run near Emporium, PA" 0.8491539 0.05120357 0.062273152 0.16529563 0.092466466 0.033108152 0.03749121 0.7006524 0.39019695 0.983951 0.0017465515 0.11365133 0.013043054 0.99002355 0.8330999 0.9886346 0.9342185 0.98949707 0.921974 0.9840879 0.97229815 0.3541339 0.9646391 0.11561552 0.4748428 0.96800643 0.052512135
44 02 01543000 " Driftwood Br Sinnemahoning Cr at Sterling Run, PA" 0.8259128 0.031612907 0.052204404 0.13718681 0.08348527 0.029197194 0.042674612 0.55582076 0.41530675 0.98315454 0.0059572104 0.07503751 0.019172424 0.9942409 0.8231461 0.9872349 0.9336928 0.98254997 0.9033952 0.9822364 0.9752279 0.21095577 0.968351 0.081756525 0.39733192 0.86922336 0.044441972
45 02 01543500 "          Sinnemahoning Creek at Sinnemahoning, PA" 0.784194 0.029533865 0.05826107 0.16247842 0.1118066 0.03662346 0.053874236 0.512994 0.41486153 0.97988003 0.012910407 0.06782034 0.023944054 0.9944277 0.80117756 0.9831082 0.93102473 0.976148 0.88302577 0.9776654 0.9716585 0.19639224 0.9613353 0.075573266 0.35271293 0.80293006 0.050619375
46 02 01544500 "                    Kettle Creek at Cross Fork, PA" 0.81778604 0.03173981 0.048809096 0.13447921 0.11195678 0.0283637 0.03602536 0.48019528 0.41250178 0.9860941 0.012739933 0.057624407 0.025812428 0.9961029 0.7736781 0.98659873 0.9415629 0.98486334 0.9149399 0.98034567 0.9773697 0.17299493 0.9661103 0.051640745 0.3829135 0.82324517 0.04380237
47 02 01545600 "                Young Womans Creek near Renovo, PA" 0.78339744 0.029675191 0.059148483 0.16252568 0.11313214 0.03553242 0.052389886 0.41809037 0.47318557 0.9809092 0.014534801 0.060827695 0.032835048 0.9961641 0.72731763 0.9856634 0.94348 0.9754033 0.8960766 0.97226995 0.97381634 0.15378562 0.9641194 0.06504825 0.33346477 0.73948663 0.046698194
48 02 01547700 "                      Marsh Creek at Blanchard, PA" 0.67098343 0.035640035 0.04591889 0.08189001 0.0752258 0.02072187 0.009591389 0.62340844 0.4806444 0.99209493 0.004174213 0.06468713 0.026683314 0.9983542 0.7520486 0.9940692 0.9852173 0.99240196 0.96828943 0.991024 0.9802675 0.24673058 0.9827681 0.08267841 0.31955537 0.9101316 0.041523263
49 02 01548500 "                       Pine Creek at Cedar Run, PA" 0.7916162 0.0365825 0.044031877 0.079042576 0.07196548 0.022295507 0.02177559 0.46481103 0.45368248 0.9856163 0.011451056 0.06700857 0.034362715 0.99683017 0.7403282 0.98975414 0.9569783 0.9845472 0.9410657 0.9868733 0.98239845 0.1604174 0.97738147 0.0527696 0.43266368 0.7779542 0.033482835
50 02 01549500 "          Blockhouse Creek near English Center, PA" 0.75267816 0.0336684 0.044041853 0.07108925 0.06880091 0.01934842 0.013525072 0.55761707 0.6387111 0.9915854 0.0052900636 0.09006575 0.028073786 0.99809974 0.72611547 0.9941292 0.9791316 0.99436814 0.95378524 0.9881599 0.97963506 0.2027809 0.98670596 0.08419748 0.5756801 0.9010413 0.031514272
51 02 01550000 "                 Lycoming Creek near Trout Run, PA" 0.7485238 0.030616637 0.050896138 0.0700324 0.07670386 0.02014854 0.016669128 0.5867949 0.64987534 0.99138254 0.008020465 0.07037195 0.027759379 0.9978877 0.74137646 0.9936376 0.9764064 0.9934946 0.94061905 0.9856129 0.97482604 0.16756663 0.98499006 0.08405082 0.5737286 0.8652303 0.027080882
52 02 01552000 "             Loyalsock Creek at Loyalsockville, PA" 0.7079452 0.049043316 0.07630115 0.10162852 0.10740613 0.033653114 0.03830542 0.5438675 0.66655535 0.981652 0.007904905 0.059567135 0.038125202 0.99386805 0.72349393 0.9896403 0.9641649 0.98821855 0.8909852 0.97111386 0.9568216 0.1923783 0.97168624 0.080448814 0.53501296 0.8224307 0.045441356
53 02 01552500 "                    Muncy Creek near Sonestown, PA" 0.7237416 0.03992503 0.05570376 0.051760513 0.049093258 0.024061322 0.020168995 0.666072 0.78697205 0.9821508 0.0038342807 0.117696814 0.016161278 0.9944178 0.7276835 0.9911577 0.9734013 0.9925047 0.93070096 0.98195124 0.9644434 0.19787753 0.98452675 0.094758496 0.652997 0.9241138 0.015292849
54 02 01557500 "                    Bald Eagle Creek at Tyrone, PA" 0.68663996 0.04524398 0.081323035 0.12631728 0.10915047 0.05440734 0.038047567 0.5231452 0.5144812 0.9612126 0.04227879 0.14197388 0.044539493 0.99371415 0.6970372 0.9678802 0.93356633 0.9547151 0.8834393 0.972024 0.95801735 0.193476 0.95853066 0.11649823 0.2874353 0.73441476 0.045413513
55 02 01567500 "                     Bixler Run near Loysville, PA" 0.35132706 0.27208653 0.14960843 0.038789887 0.10221177 0.10414322 0.0124986125 0.5579475 0.44750637 0.9253375 0.13452747 0.23716526 0.08595458 0.9877372 0.52337444 0.95023113 0.9687255 0.96102 0.9344688 0.9730411 0.8910433 0.30371737 0.96648675 0.20337765 0.55189544 0.8211025 0.04302321
56 02 01568000 "                Sherman Creek at Shermans Dale, PA" 0.44283292 0.060184125 0.09505538 0.0572385 0.10804761 0.068959646 0.010972258 0.5695402 0.4251715 0.97338957 0.027629675 0.1221395 0.033351388 0.99578047 0.56955737 0.96580637 0.9838161 0.97694606 0.9480354 0.97644854 0.9326825 0.23423046 0.9768495 0.16247608 0.36688384 0.8518768 0.041447654
57 02 01580000 "                           DEER CREEK AT ROCKS, MD" 0.06212269 0.68410087 0.37871632 0.110497445 0.1814157 0.29493833 0.044526115 0.28177395 0.5390837 0.5014335 0.6403228 0.46637645 0.38557002 0.9141224 0.15953645 0.8930772 0.854871 0.9004956 0.7022778 0.90999323 0.7314759 0.58414584 0.842831 0.2052941 0.7176807 0.5372423 0.10795574
58 02 01583500 "                    WESTERN RUN AT WESTERN RUN, MD" 0.06629591 0.6989242 0.39703667 0.123052776 0.19972903 0.2838415 0.040509645 0.27132457 0.49331138 0.50275564 0.6314777 0.4758996 0.40647838 0.9145762 0.14352673 0.89904165 0.8613189 0.9214895 0.69132346 0.9093845 0.7652389 0.6013708 0.842371 0.19674516 0.7340724 0.49261403 0.127945
59 02 01591400 "                   CATTAIL CREEK NEAR GLENWOOD, MD" 0.06062966 0.6904715 0.32677385 0.06814442 0.15297069 0.16937561 0.01597688 0.2644274 0.47470677 0.63339627 0.2710005 0.3933101 0.42961937 0.9414305 0.1549716 0.9570442 0.93580276 0.9694297 0.8379107 0.9538399 0.8525594 0.64801097 0.9183036 0.20255214 0.8135064 0.7302004 0.10257154
60 02 01596500 "                      SAVAGE RIVER NEAR BARTON, MD" 0.76860183 0.04034161 0.06331988 0.119674966 0.1289082 0.028083337 0.024303017 0.60387814 0.32828164 0.98707724 0.005084512 0.08663271 0.02870386 0.9973273 0.7219774 0.98775417 0.97544676 0.98504585 0.94113255 0.97826946 0.96865684 0.17486335 0.96900046 0.19198646 0.3935998 0.83443254 0.03309225
61 02 01605500 "        SOUTH BRANCH POTOMAC RIVER AT FRANKLIN, WV" 0.46543294 0.48167396 0.06749858 0.037602905 0.06561096 0.024842272 0.013807761 0.3422603 0.22760206 0.97989756 0.017934225 0.06572161 0.12527621 0.9969998 0.71995103 0.9941677 0.98540443 0.9830525 0.98171896 0.9818749 0.9507761 0.135124 0.9675596 0.1707515 0.51908606 0.9076631 0.035430778
62 02 01606500 "        SO. BRANCH POTOMAC RIVER NR PETERSBURG, WV" 0.6361984 0.2331727 0.064152434 0.06964105 0.08296193 0.03675399 0.022921931 0.39129373 0.24077597 0.9803278 0.017205326 0.073501036 0.06939194 0.996618 0.7029847 0.9857188 0.9712704 0.97023296 0.9634013 0.97430384 0.9402454 0.1596124 0.9649855 0.14930463 0.36605144 0.8437655 0.043931186
63 02 01620500 "                  NORTH RIVER NEAR STOKESVILLE, VA" 0.6478234 0.015577921 0.0069126645 0.0074000712 0.009725058 0.0051399376 0.0016011092 0.74423677 0.12174513 0.9986442 0.0018081933 0.027097007 0.0025062726 0.99996066 0.9262791 0.9987489 0.9981667 0.99874216 0.99780506 0.9980326 0.9929374 0.022955013 0.9978136 0.061609704 0.0910853 0.98895395 0.00080535276
64 02 01632000 "          N F SHENANDOAH RIVER AT COOTES STORE, VA" 0.5164433 0.08265286 0.054936398 0.11670341 0.08150929 0.023349216 0.014670133 0.55534333 0.19944346 0.99123716 0.00081297685 0.058350034 0.025562612 0.9977824 0.70798343 0.9955764 0.9896741 0.9924575 0.98654085 0.98373485 0.97607803 0.2384334 0.97824794 0.17506847 0.32788318 0.9688618 0.019171573
65 02 01632900 "                   SMITH CREEK NEAR NEW MARKET, VA" 0.25547704 0.40235928 0.24493375 0.14901118 0.24267368 0.09653935 0.0424976 0.28386298 0.40590072 0.88136303 0.10508922 0.18327147 0.34861207 0.97316664 0.37687778 0.97059345 0.96946174 0.9606888 0.89746416 0.93236434 0.884844 0.4210654 0.900682 0.38855055 0.6678549 0.78038436 0.13500555
66 02 01634500 "                   CEDAR CREEK NEAR WINCHESTER, VA" 0.5456884 0.09028732 0.075789 0.07389736 0.121380806 0.04329517 0.011406455 0.6212287 0.31811258 0.9789555 0.010267599 0.17217721 0.06972532 0.9954667 0.5802158 0.9859498 0.9835014 0.98309326 0.971458 0.9761069 0.9568729 0.27402228 0.9716689 0.34209263 0.42092815 0.90169156 0.031813893
67 02 01638480 "                 CATOCTIN CREEK AT TAYLORSTOWN, VA" 0.21016301 0.13396646 0.11400403 0.057433087 0.12107506 0.061449744 0.0048300563 0.64638555 0.46862015 0.96390545 0.041000698 0.24202718 0.07463818 0.9940812 0.44886664 0.9822317 0.9860161 0.9875923 0.960764 0.98737377 0.9468155 0.513418 0.9751858 0.32306165 0.6370679 0.91469705 0.039175432
